frequency_hz,mean_distortion_db,median_distortion_db
0.0,8.037256,7.002995
31.25,4.6038666,3.361505
62.5,3.3233309,2.928985
93.75,2.8755841,2.8489776
125.0,2.5722241,2.2727466
156.25,2.3696058,2.1449986
187.5,2.3187575,2.2187605
218.75,2.4626353,2.29032
250.0,2.7227871,2.505938
281.25,2.8894372,2.6941102
312.5,2.9383411,2.702249
343.75,3.003821,2.7156425
375.0,3.023357,2.8419418
406.25,3.1139982,2.8692002
437.5,3.1656134,2.9649231
468.75,3.2217746,2.9803472
500.0,3.3288126,3.0477822
531.25,3.4380105,3.1846318
562.5,3.5462868,3.3119187
593.75,3.6797686,3.4127674
625.0,3.7490258,3.516607
656.25,3.80096,3.6008291
687.5,3.9010892,3.665119
718.75,4.017501,3.7796865
750.0,4.109756,3.8379345
781.25,4.117687,3.9025993
812.5,4.1048956,3.8940868
843.75,4.219166,3.9684167
875.0,4.2262497,3.9688745
906.25,4.2228937,3.986683
937.5,4.243566,4.0153213
968.75,4.2761827,4.055277
1000.0,4.3504763,4.115579
1031.25,4.3993664,4.185877
1062.5,4.4441905,4.1871467
1093.75,4.4323406,4.216892
1125.0,4.4909797,4.2729864
1156.25,4.4853644,4.237716
1187.5,4.446182,4.215267
1218.75,4.534279,4.3019934
1250.0,4.538279,4.345758
1281.25,4.551775,4.342188
1312.5,4.579025,4.405901
1343.75,4.5753813,4.352575
1375.0,4.5605273,4.3598824
1406.25,4.5399337,4.381263
1437.5,4.5477815,4.3591757
1468.75,4.541458,4.3914547
1500.0,4.5312786,4.3437786
1531.25,4.527563,4.3165994
1562.5,4.5532627,4.355086
1593.75,4.5331745,4.3101425
1625.0,4.57215,4.301708
1656.25,4.585076,4.340515
1687.5,4.6334724,4.370473
1718.75,4.6723666,4.4560423
1750.0,4.6684284,4.4473343
1781.25,4.7138863,4.4859304
1812.5,4.697365,4.4777584
1843.75,4.680635,4.461997
1875.0,4.70829,4.518914
1906.25,4.7247357,4.502375
1937.5,4.769834,4.5641828
1968.75,4.7959642,4.5858755
2000.0,4.8856487,4.7266874
2031.25,4.882703,4.657221
2062.5,4.8817916,4.727233
2093.75,4.927115,4.6909714
2125.0,4.9297395,4.726403
2156.25,4.950324,4.697653
2187.5,4.989741,4.717369
2218.75,5.0505323,4.79811
2250.0,5.0431457,4.7705784
2281.25,5.019608,4.774534
2312.5,5.0209045,4.7964463
2343.75,5.05928,4.8552794
2375.0,5.080393,4.831345
2406.25,5.0693936,4.867424
2437.5,5.053078,4.866515
2468.75,5.0435357,4.832779
2500.0,5.1032143,4.8689227
2531.25,5.0633106,4.880069
2562.5,5.096024,4.884408
2593.75,5.135172,4.9100833
2625.0,5.125076,4.9269075
2656.25,5.168414,4.9481373
2687.5,5.1631637,4.9631596
2718.75,5.2042613,5.0082855
2750.0,5.234422,4.9877653
2781.25,5.2271614,5.0054164
2812.5,5.2996917,5.1136007
2843.75,5.3434587,5.1503367
2875.0,5.3429704,5.130395
2906.25,5.3911552,5.1581545
2937.5,5.3507814,5.1414585
2968.75,5.3721614,5.14095
3000.0,5.462873,5.229814
3031.25,5.452497,5.2355185
3062.5,5.464722,5.2200775
3093.75,5.475433,5.2295084
3125.0,5.4829364,5.2625933
3156.25,5.476513,5.288437
3187.5,5.5234737,5.3313265
3218.75,5.53615,5.243805
3250.0,5.555523,5.3281717
3281.25,5.5646696,5.376995
3312.5,5.593075,5.3770466
3343.75,5.61093,5.3867025
3375.0,5.59466,5.3711505
3406.25,5.608855,5.422531
3437.5,5.645505,5.467372
