frequency_hz,mean_distortion_db,median_distortion_db
6843.75,0.8685762,0.7744813
6875.0,0.87578124,0.76451397
6906.25,0.88594764,0.7692785
6937.5,0.8991091,0.78952074
6968.75,0.90355,0.782714
7000.0,0.9154318,0.7728774
7031.25,0.9274494,0.78688514
7062.5,0.9480567,0.7963426
7093.75,0.95325804,0.8024503
7125.0,0.97145265,0.8370593
7156.25,1.0707735,0.921084
7187.5,1.4598725,1.3300627
7218.75,3.0847013,2.9484572
7250.0,5.867791,5.719735
7281.25,10.804215,10.6746235
7312.5,21.130318,21.141172
7343.75,29.381624,29.55835
7375.0,38.38014,38.749382
7406.25,45.890434,46.337177
7437.5,50.07007,50.576187
7468.75,52.934868,53.856667
7500.0,55.504833,56.50454
7531.25,57.965366,59.15793
7562.5,59.656197,60.91098
7593.75,60.441063,61.479794
7625.0,60.813953,62.01816
7656.25,61.55265,63.152607
7687.5,62.047028,63.565006
7718.75,62.487587,63.669537
7750.0,63.405834,64.64748
7781.25,64.000565,65.3094
7812.5,64.42514,66.34851
7843.75,64.51699,66.67731
7875.0,64.219826,66.224335
7906.25,64.558395,65.98312
7937.5,64.71341,66.47737
7968.75,64.76772,66.502556
8000.0,65.216156,67.31752
