frequency_hz,mean_distortion_db,median_distortion_db
4000.0,3.6164079,3.5114489
4031.25,3.6383698,3.545189
4062.5,3.6791534,3.5554588
4093.75,3.7081287,3.5809667
4125.0,3.743274,3.6090279
4156.25,3.7919984,3.662607
4187.5,3.8019493,3.6989033
4218.75,3.8358798,3.7474208
4250.0,3.8452125,3.732151
4281.25,3.9094431,3.8148541
4312.5,3.9453256,3.8362386
4343.75,3.9766521,3.8865304
4375.0,4.013957,3.914215
4406.25,4.002565,3.9269214
4437.5,4.0546436,3.994132
4468.75,4.0662794,4.020773
4500.0,4.1102433,3.9928832
4531.25,4.1641245,4.105098
4562.5,4.191279,4.1081524
4593.75,4.2306647,4.067646
4625.0,4.2332563,4.0707674
4656.25,4.24819,4.0783005
4687.5,4.2860427,4.159851
4718.75,4.2892747,4.159088
4750.0,4.279138,4.180996
4781.25,4.314434,4.2712398
4812.5,4.3637877,4.233961
4843.75,4.395398,4.28986
4875.0,4.377297,4.2827616
4906.25,4.4199553,4.3440704
4937.5,4.4388885,4.3042507
4968.75,4.4448576,4.3449206
5000.0,4.454236,4.411989
5031.25,4.4989586,4.396694
5062.5,4.500305,4.384824
5093.75,4.535353,4.4874296
5125.0,4.539886,4.451044
5156.25,4.5503325,4.4776745
5187.5,4.610749,4.5254097
5218.75,4.579666,4.474518
5250.0,4.6385136,4.4885874
5281.25,4.638906,4.5224986
5312.5,4.672593,4.5425186
5343.75,4.7271132,4.6357794
5375.0,4.7244263,4.6255693
5406.25,4.7710657,4.68154
5437.5,4.8089986,4.6744995
5468.75,4.790662,4.6612654
5500.0,4.786346,4.650615
5531.25,4.8319273,4.6891375
5562.5,4.848712,4.6917343
5593.75,4.8915224,4.751073
5625.0,4.899604,4.7492914
5656.25,4.915159,4.7772226
5687.5,4.9397655,4.8212075
5718.75,4.9062405,4.7578173
5750.0,4.9469557,4.7958813
5781.25,4.996652,4.797654
5812.5,4.994309,4.78519
5843.75,5.0292754,4.8053446
5875.0,5.050625,4.837837
5906.25,5.045253,4.832871
5937.5,5.0877457,4.920214
5968.75,5.1453624,4.961814
6000.0,5.167493,5.008481
6031.25,5.159643,4.98223
6062.5,5.2153516,5.072835
6093.75,5.2154875,5.044401
6125.0,5.247391,5.077776
6156.25,5.279218,5.120969
6187.5,5.3177104,5.204734
6218.75,5.3510485,5.1820674
6250.0,5.36446,5.2621994
6281.25,5.401145,5.3289948
6312.5,5.4138045,5.2799196
6343.75,5.447372,5.3465695
6375.0,5.4975142,5.390518
6406.25,5.5831394,5.476253
6437.5,5.6272125,5.530061
6468.75,5.647272,5.5733604
6500.0,5.71987,5.654297
6531.25,5.762093,5.7200384
6562.5,5.814841,5.7010098
6593.75,5.881182,5.7538834
6625.0,5.9275913,5.7887206
6656.25,5.9648457,5.875392
6687.5,6.076991,6.0358825
6718.75,6.166417,6.0885773
6750.0,6.198286,6.099929
6781.25,6.290929,6.2079687
6812.5,6.368463,6.2915645
6843.75,6.4452877,6.3621397
6875.0,6.5792756,6.466809
6906.25,6.711629,6.5868664
6937.5,6.7705493,6.645516
6968.75,6.922662,6.808234
7000.0,7.016129,6.8772035
7031.25,7.140867,7.0263553
7062.5,7.2706814,7.1256766
7093.75,7.3992653,7.2778215
7125.0,7.5529966,7.460992
7156.25,7.6545653,7.5431786
7187.5,7.7639785,7.689714
7218.75,7.875807,7.786692
7250.0,8.02894,7.9302425
7281.25,8.180298,8.075622
7312.5,8.250582,8.21373
7343.75,8.380207,8.309162
7375.0,8.528738,8.443964
7406.25,8.653129,8.582409
7437.5,8.756942,8.66655
7468.75,8.893199,8.830597
7500.0,9.019461,9.00158
7531.25,9.229792,9.189491
7562.5,9.292606,9.270983
7593.75,9.32998,9.33596
7625.0,9.440773,9.4874115
7656.25,9.536179,9.601288
7687.5,9.650484,9.759011
7718.75,9.747153,9.837315
7750.0,9.821497,9.920889
7781.25,9.974618,9.940969
7812.5,10.095579,9.993972
7843.75,10.110002,10.041958
7875.0,10.081178,10.03763
7906.25,10.106427,10.118374
7937.5,10.135961,10.0965395
7968.75,10.394978,10.281596
8000.0,12.611428,12.350637
