frequency_hz,mean_distortion_db,median_distortion_db
2937.5,5.566202,5.3553157
2968.75,5.6590633,5.4044275
3000.0,5.712104,5.553618
3031.25,5.702477,5.4540844
3062.5,5.7195697,5.5236745
3093.75,5.8091693,5.744803
3125.0,5.870346,5.903837
3156.25,5.980924,5.907937
3187.5,6.0449815,6.01015
3218.75,6.2529325,6.0960913
3250.0,6.3392773,6.1993637
3281.25,6.349452,6.200913
3312.5,6.4046016,6.4748983
3343.75,6.736377,6.7082524
3375.0,7.311587,7.1719785
3406.25,7.4181437,7.215405
3437.5,7.3974276,7.2300396
3468.75,7.5011573,7.18887
3500.0,7.462559,6.9706554
3531.25,7.3832545,7.0440865
3562.5,7.250047,6.9227414
3593.75,7.18478,7.031037
3625.0,7.2030554,7.039997
3656.25,7.0860333,6.80006
3687.5,7.0538726,6.743149
3718.75,7.186436,6.9659014
3750.0,7.254514,6.952327
3781.25,7.3443937,7.0958843
3812.5,7.309547,7.1243086
3843.75,7.5348454,7.2513933
3875.0,7.7824206,7.4620113
3906.25,7.597364,7.3160467
3937.5,7.3759217,7.352996
3968.75,7.5423756,7.444976
4000.0,7.773139,7.6851416
4031.25,8.038723,7.7444677
4062.5,8.05118,7.9846706
4093.75,8.204493,8.278294
4125.0,8.472741,8.290806
4156.25,8.68389,8.402504
4187.5,8.855088,8.51297
4218.75,9.291156,9.015308
4250.0,9.5027,9.058399
4281.25,9.637376,9.177418
4312.5,9.676367,9.352852
4343.75,9.986041,9.624849
4375.0,10.421889,9.862911
4406.25,10.71078,9.803036
4437.5,10.854571,9.960415
4468.75,11.212672,10.424808
4500.0,11.506147,11.182576
4531.25,11.666895,11.538517
4562.5,11.654728,11.401224
4593.75,11.787989,11.655284
4625.0,11.543658,11.268398
4656.25,11.269327,10.713957
4687.5,11.142006,10.487953
4718.75,11.338199,10.873702
4750.0,11.689827,11.288209
4781.25,11.712582,11.384145
4812.5,11.663727,11.469117
4843.75,11.845272,11.645445
4875.0,12.193269,12.198784
4906.25,12.525696,12.3967
4937.5,12.645511,12.529362
4968.75,13.006693,12.783807
5000.0,13.378344,13.113853
5031.25,13.68281,13.265598
5062.5,13.715592,13.631686
5093.75,14.055764,14.245026
5125.0,14.5253725,14.41222
5156.25,14.868353,15.10751
5187.5,15.1243105,15.204811
5218.75,15.5559635,15.933584
5250.0,15.896536,16.498568
5281.25,15.983372,16.300423
5312.5,15.993747,16.44648
5343.75,16.393671,16.964283
5375.0,16.700787,17.027512
5406.25,16.788345,17.330276
5437.5,16.643805,16.86811
5468.75,16.486095,16.877377
5500.0,16.287777,16.53363
5531.25,16.269573,16.744083
5562.5,16.480381,16.966747
5593.75,17.176033,17.433876
5625.0,18.119486,18.601631
5656.25,19.240662,19.98982
5687.5,20.394451,20.809631
5718.75,21.846878,22.077835
5750.0,24.541615,24.987255
5781.25,28.385078,28.656597
5812.5,32.346176,32.52329
5843.75,37.76021,38.100864
5875.0,44.394432,44.52475
5906.25,50.48777,50.813866
5937.5,54.10024,54.542435
5968.75,56.502403,56.7602
6000.0,58.626152,58.847652
6031.25,59.993744,60.471146
6062.5,60.998295,61.29271
6093.75,61.966034,62.012817
6125.0,62.950214,63.192146
6156.25,64.4748,64.67437
6187.5,65.59435,65.94585
6218.75,66.0141,66.271194
6250.0,66.559944,67.028076
6281.25,66.19629,66.7393
6312.5,66.1971,66.90036
6343.75,66.871704,67.56451
6375.0,67.70552,68.06115
6406.25,68.842804,69.44485
6437.5,69.58757,69.98357
6468.75,69.27438,69.453674
6500.0,69.380135,69.646225
6531.25,69.588104,69.91567
6562.5,69.36439,70.07425
6593.75,69.33856,69.66647
6625.0,69.38861,69.784775
6656.25,69.93796,70.293915
6687.5,70.33029,71.18591
6718.75,70.28296,70.84769
6750.0,70.68721,71.04122
6781.25,69.46349,70.16485
6812.5,68.853615,69.73645
6843.75,69.1734,70.04312
6875.0,69.63408,69.74544
6906.25,70.16423,70.890076
6937.5,70.20371,70.51463
6968.75,69.67006,69.9241
7000.0,70.08408,70.10068
7031.25,69.974075,70.28354
7062.5,69.96697,70.19289
7093.75,69.85582,69.85086
7125.0,69.58521,69.60283
7156.25,69.58718,69.64978
7187.5,69.48264,69.80249
7218.75,69.27793,68.941925
7250.0,70.03391,69.57621
7281.25,69.52765,70.08594
7312.5,69.39749,69.77388
7343.75,69.21091,69.41285
7375.0,68.83506,68.96365
7406.25,68.83906,68.92343
7437.5,68.75807,69.16338
7468.75,68.27534,68.48599
7500.0,68.622604,68.59139
7531.25,69.30249,70.125885
7562.5,69.59076,70.060974
7593.75,68.86591,69.227554
7625.0,68.1637,68.46101
7656.25,68.08848,69.11192
7687.5,67.5699,68.415726
7718.75,67.22549,67.77188
7750.0,67.95986,68.58311
7781.25,68.06828,68.587296
7812.5,68.1919,69.316734
7843.75,67.58771,69.02757
7875.0,67.02313,68.222015
7906.25,67.21728,68.720535
7937.5,66.95844,68.66469
7968.75,66.91796,68.20953
8000.0,67.38204,69.02285
