frequency_hz,mean_distortion_db,median_distortion_db
2937.5,0.86439604,0.85957736
2968.75,0.8605255,0.8628778
3000.0,0.86267793,0.8563243
3031.25,0.8795231,0.87423164
3062.5,0.89644986,0.89543974
3093.75,0.91010684,0.8795637
3125.0,0.91355926,0.88257146
3156.25,0.9429071,0.9157958
3187.5,1.0279576,1.0199726
3218.75,1.0956441,1.0566216
3250.0,1.0982709,1.0544438
3281.25,1.1017478,1.0666287
3312.5,1.0767046,1.0474861
3343.75,1.0546968,1.0304167
3375.0,1.0507896,1.0204935
3406.25,1.0356834,1.0058498
3437.5,1.0322864,1.0115747
3468.75,1.0264516,1.0202482
3500.0,1.0055286,1.0116432
3531.25,0.98482966,0.976616
3562.5,0.9905483,1.0006571
3593.75,0.9722607,0.98960775
3625.0,0.974829,0.94126016
3656.25,0.9803548,0.96808255
3687.5,0.9594557,0.9511728
3718.75,0.9542637,0.9433851
3750.0,0.9723232,0.96358883
3781.25,0.9933545,0.9532665
3812.5,1.0081598,0.9699031
3843.75,1.0162649,0.9978844
3875.0,1.0093505,0.9966631
3906.25,0.99031687,0.93994987
3937.5,1.0158458,0.9812885
3968.75,1.1307355,1.080279
4000.0,1.1785138,1.1328915
4031.25,1.1281508,1.0812289
4062.5,1.0124477,0.9779916
4093.75,0.99389297,0.97843194
4125.0,0.97726387,0.9879496
4156.25,1.0174409,1.0038836
4187.5,1.0378511,1.0464659
4218.75,1.0476887,1.0408548
4250.0,1.0403694,1.0236163
4281.25,1.0461988,1.0183662
4312.5,1.0542799,1.0335243
4343.75,1.055725,1.0423682
4375.0,1.0825728,1.0519662
4406.25,1.0919434,1.0565151
4437.5,1.0922288,1.0679133
4468.75,1.0804235,1.0633934
4500.0,1.1069493,1.1041226
4531.25,1.1390285,1.1010798
4562.5,1.1594956,1.1312387
4593.75,1.1778111,1.1600826
4625.0,1.1853492,1.1676344
4656.25,1.1875061,1.1874275
4687.5,1.205415,1.1872401
4718.75,1.2151009,1.2268956
4750.0,1.2420253,1.2251925
4781.25,1.2529347,1.2282699
4812.5,1.2358902,1.2081976
4843.75,1.1753342,1.1561341
4875.0,1.1207793,1.0807791
4906.25,1.1015756,1.0889766
4937.5,1.0960733,1.0587838
4968.75,1.0781536,1.0656993
5000.0,1.066648,1.0536397
5031.25,1.0937287,1.0503829
5062.5,1.1006037,1.0541873
5093.75,1.1118127,1.0889792
5125.0,1.128826,1.1241939
5156.25,1.1333724,1.1204766
5187.5,1.1426239,1.1394997
5218.75,1.1402246,1.131361
5250.0,1.1584716,1.1618447
5281.25,1.157901,1.1313666
5312.5,1.173222,1.1505358
5343.75,1.2075878,1.1739857
5375.0,1.216879,1.2027307
5406.25,1.2311519,1.1845247
5437.5,1.2256317,1.1709518
5468.75,1.2464633,1.1705661
5500.0,1.260337,1.1801891
5531.25,1.2778306,1.1726366
5562.5,1.3063356,1.2139125
5593.75,1.3203131,1.2540731
5625.0,1.2821339,1.2539835
5656.25,1.2407137,1.2331585
5687.5,1.2101967,1.1802046
5718.75,1.2187363,1.1378646
5750.0,1.2054441,1.1354642
5781.25,1.2096536,1.1212513
5812.5,1.2044128,1.1400006
5843.75,1.198784,1.1262183
5875.0,1.206069,1.1654117
5906.25,1.1980551,1.1306354
5937.5,1.192877,1.1322547
5968.75,1.1804675,1.1148598
6000.0,1.1833664,1.1351876
6031.25,1.1822988,1.1298752
6062.5,1.2098207,1.1826131
6093.75,1.2221255,1.196815
6125.0,1.2258564,1.2139072
6156.25,1.2415887,1.2159092
6187.5,1.2392225,1.2306278
6218.75,1.2329632,1.2388358
6250.0,1.2515504,1.2405583
6281.25,1.2564268,1.2527044
6312.5,1.2821417,1.2977029
6343.75,1.3089246,1.285392
6375.0,1.3430834,1.3070751
6406.25,1.3504477,1.3285122
6437.5,1.3669051,1.3490661
6468.75,1.4131392,1.388364
6500.0,1.4154831,1.3747714
6531.25,1.4608738,1.4103173
6562.5,1.5060835,1.4647593
6593.75,1.5402888,1.4968302
6625.0,1.6123822,1.563102
6656.25,1.6508505,1.6072721
6687.5,1.6836176,1.6246009
6718.75,1.7269278,1.6755474
6750.0,1.7842102,1.721108
6781.25,1.8602906,1.7879926
6812.5,1.8954782,1.8522387
6843.75,1.9043547,1.8749912
6875.0,1.9306089,1.9382534
6906.25,1.9877784,1.9788785
6937.5,2.048505,2.0267372
6968.75,2.1181538,2.1049128
7000.0,2.1630974,2.156926
7031.25,2.2511952,2.2523587
7062.5,2.338928,2.3353834
7093.75,2.4209647,2.418005
7125.0,2.4976616,2.4858294
7156.25,2.5967774,2.5825958
7187.5,2.6849964,2.690034
7218.75,2.8023517,2.787908
7250.0,2.8937807,2.8795981
7281.25,3.018646,3.0026727
7312.5,3.119447,3.1077836
7343.75,3.2379458,3.2253647
7375.0,3.3483908,3.3434057
7406.25,3.4856272,3.477448
7437.5,3.611806,3.6012764
7468.75,3.756102,3.7242112
7500.0,3.8934631,3.871467
7531.25,4.0459056,4.025588
7562.5,4.2011037,4.168353
7593.75,4.381932,4.3424234
7625.0,4.5407867,4.5113225
7656.25,4.735907,4.6822686
7687.5,4.89712,4.830648
7718.75,5.0321712,4.954778
7750.0,5.138909,5.065013
7781.25,5.1829753,5.108192
7812.5,5.1908875,5.103673
7843.75,5.154074,5.0937405
7875.0,5.079648,5.02265
7906.25,4.937165,4.873666
7937.5,4.6946816,4.6578913
7968.75,4.106414,3.9923563
8000.0,5.2975225,4.986438
