dataset,dataset_index,speaker_id,chapter_id,utterance_id,codec,bitrate,spectral_distortion,lsd_db,retained_bandwidth_hz,hf_power_change_db,estimated_delay_samples,estimated_delay_ms
test-other,2576,8131,117016,21,opus,64k,2.200103998184204,1.1815791130065918,8000.0,-0.32503537771353685,0,0.0
test-other,2576,8131,117016,21,opus,32k,16.49578857421875,3.273660898208618,8000.0,-3.0053846022576285,0,0.0
test-other,2576,8131,117016,21,opus,16k,30.738630294799805,4.604363441467285,8000.0,-2.58402771130712,0,0.0
test-other,2576,8131,117016,21,opus,12k,36.00642776489258,5.030263900756836,8000.0,-0.9961526893240089,0,0.0
test-other,2576,8131,117016,21,opus,8k,184.61883544921875,10.100321769714355,4593.75,-17.318153897151486,2,0.125
test-other,2576,8131,117016,21,opus,6k,187.99496459960938,10.348169326782227,4656.25,-14.691096990603448,2,0.125
test-other,2690,8188,269288,17,mp3,128k,15.262044906616211,2.696821451187134,7281.25,-0.6814500117900812,0,0.0
test-other,2690,8188,269288,17,mp3,64k,18.038923263549805,3.0397167205810547,7281.25,-0.6658797499480262,0,0.0
test-other,2690,8188,269288,17,mp3,32k,32.84217834472656,4.424378871917725,7281.25,-0.47202648330977376,0,0.0
test-other,2690,8188,269288,17,mp3,24k,74.8384780883789,6.529644966125488,5812.5,-1.7166464056123605,0,0.0
test-other,2690,8188,269288,17,mp3,16k,109.31200408935547,8.007434844970703,5562.5,-3.1237631838797615,0,0.0
test-other,2690,8188,269288,17,opus,64k,2.0560219287872314,1.1862821578979492,8000.0,-0.23308396878815923,0,0.0
test-other,2690,8188,269288,17,opus,32k,13.981524467468262,3.142709255218506,8000.0,-2.3581357920597887,0,0.0
test-other,2690,8188,269288,17,opus,16k,24.76392936706543,4.2679762840271,8000.0,-2.6901694781405356,0,0.0
test-other,2690,8188,269288,17,opus,12k,27.936016082763672,4.594403266906738,8000.0,-1.5348993909312034,0,0.0
test-other,2690,8188,269288,17,opus,8k,106.75828552246094,8.203627586364746,4812.5,-16.00337442570375,2,0.125
test-other,2690,8188,269288,17,opus,6k,110.9043960571289,8.50082778930664,4656.25,-10.242539091613335,2,0.125
test-other,1136,3997,180297,14,mp3,128k,13.89844036102295,2.5505197048187256,7281.25,-1.060714830643939,0,0.0
test-other,1136,3997,180297,14,mp3,64k,17.15782356262207,3.1586763858795166,7281.25,-1.055159474537198,0,0.0
test-other,1136,3997,180297,14,mp3,32k,35.05046081542969,5.085399627685547,7281.25,-0.854662565989388,0,0.0
test-other,1136,3997,180297,14,mp3,24k,91.637451171875,7.838759422302246,5812.5,-4.716671608317643,0,0.0
test-other,1136,3997,180297,14,mp3,16k,132.92494201660156,9.830195426940918,5562.5,-6.00057495308966,0,0.0
test-other,1136,3997,180297,14,opus,64k,2.652127742767334,1.479503870010376,8000.0,-0.884497231284531,0,0.0
test-other,1136,3997,180297,14,opus,32k,16.87750244140625,3.76344633102417,8000.0,-4.011945442453738,0,0.0
test-other,1136,3997,180297,14,opus,16k,30.723648071289062,5.2010297775268555,8000.0,-3.974014451524991,0,0.0
test-other,1136,3997,180297,14,opus,12k,36.00057601928711,5.683152675628662,8000.0,-2.656684621598338,0,0.0
test-other,1136,3997,180297,14,opus,8k,116.35563659667969,9.34461784362793,5062.5,-14.154655042747722,2,0.125
test-other,1136,3997,180297,14,opus,6k,119.70623779296875,9.559210777282715,5093.75,-11.907968393982653,2,0.125
test-other,95,1688,142285,95,mp3,128k,14.940132141113281,2.327427625656128,7281.25,-0.8474793018623101,0,0.0
test-other,95,1688,142285,95,mp3,64k,17.132789611816406,2.7667088508605957,7281.25,-0.8486975944620155,0,0.0
test-other,95,1688,142285,95,mp3,32k,32.8941764831543,4.50344705581665,7281.25,-0.6461988892756853,0,0.0
test-other,95,1688,142285,95,mp3,24k,68.56204223632812,6.252190589904785,5812.5,-1.6825607877680047,0,0.0
test-other,95,1688,142285,95,mp3,16k,102.62606048583984,8.13778305053711,5562.5,-2.436848268080741,0,0.0
test-other,95,1688,142285,95,opus,64k,2.5335745811462402,1.3462436199188232,8000.0,-0.38880655539294273,0,0.0
test-other,95,1688,142285,95,opus,32k,15.335062980651855,3.555128574371338,8000.0,-3.184233052614223,0,0.0
test-other,95,1688,142285,95,opus,16k,30.8791561126709,5.296175479888916,8000.0,-2.81404095201286,0,0.0
test-other,95,1688,142285,95,opus,12k,39.885833740234375,6.096888065338135,8000.0,-1.0669966259707848,0,0.0
test-other,95,1688,142285,95,opus,8k,120.31028747558594,9.10006332397461,4375.0,-21.184218648017485,2,0.125
test-other,95,1688,142285,95,opus,6k,127.36334228515625,9.641340255737305,4468.75,-18.593993858973562,2,0.125
test-other,1763,5484,24317,31,mp3,128k,25.257720947265625,3.840026378631592,7312.5,-0.9112330233041159,0,0.0
test-other,1763,5484,24317,31,mp3,64k,28.965232849121094,4.369856834411621,7312.5,-0.8857009910394402,0,0.0
test-other,1763,5484,24317,31,mp3,32k,54.706993103027344,6.607732772827148,7312.5,-0.5251529226271108,0,0.0
test-other,1763,5484,24317,31,mp3,24k,137.34423828125,10.180193901062012,5812.5,-2.893265336283642,0,0.0
test-other,1763,5484,24317,31,mp3,16k,203.6419677734375,12.592045783996582,5562.5,-4.380639605299499,0,0.0
test-other,1763,5484,24317,31,opus,64k,3.165271759033203,1.6974637508392334,8000.0,-0.4721071840683606,0,0.0
test-other,1763,5484,24317,31,opus,32k,20.7133846282959,4.346273422241211,8000.0,-3.2492146384556992,0,0.0
test-other,1763,5484,24317,31,opus,16k,35.75090026855469,5.799774646759033,8000.0,-3.313883457462648,0,0.0
test-other,1763,5484,24317,31,opus,12k,41.15512466430664,6.252914905548096,8000.0,-2.0159302965678236,0,0.0
test-other,1763,5484,24317,31,opus,8k,217.828125,13.130290985107422,4562.5,-21.717495748577164,2,0.125
test-other,1763,5484,24317,31,opus,6k,218.92047119140625,13.24154281616211,4593.75,-19.32767948765028,2,0.125
test-other,2127,6432,63723,28,mp3,128k,0.4427242875099182,0.5007333159446716,7281.25,-0.44438955644668937,0,0.0
test-other,2127,6432,63723,28,mp3,64k,3.5696053504943848,1.5266222953796387,7281.25,-0.42894599992706367,0,0.0
test-other,2127,6432,63723,28,mp3,32k,20.595962524414062,3.8112800121307373,7281.25,-0.06389315655444655,0,0.0
test-other,2127,6432,63723,28,mp3,24k,47.902103424072266,5.815973281860352,5781.25,-0.3401414973473095,0,0.0
test-other,2127,6432,63723,28,mp3,16k,124.20965576171875,9.277924537658691,5562.5,-0.7784287256385862,0,0.0
test-other,2127,6432,63723,28,opus,64k,1.2323088645935059,0.9510783553123474,8000.0,0.022320142977256152,0,0.0
test-other,2127,6432,63723,28,opus,32k,8.041398048400879,2.5589044094085693,8000.0,-1.627892539639767,0,0.0
test-other,2127,6432,63723,28,opus,16k,21.241636276245117,4.172311782836914,8000.0,-1.7732170106857539,0,0.0
test-other,2127,6432,63723,28,opus,12k,27.18290901184082,4.74328088760376,8000.0,-1.2072053465907544,0,0.0
test-other,2127,6432,63723,28,opus,8k,100.66558074951172,8.720684051513672,4656.25,-12.874479525009004,2,0.125
test-other,2127,6432,63723,28,opus,6k,104.1868896484375,8.931041717529297,4656.25,-11.02030323907272,2,0.125
test-other,336,2414,159411,13,mp3,128k,42.23826599121094,5.3184285163879395,7281.25,-1.1220137750818338,0,0.0
test-other,336,2414,159411,13,mp3,64k,46.36930465698242,5.653497219085693,7281.25,-1.1052164162528249,0,0.0
test-other,336,2414,159411,13,mp3,32k,78.4664535522461,7.632077693939209,7312.5,-1.0297958198134094,0,0.0
test-other,336,2414,159411,13,mp3,24k,168.10848999023438,10.967793464660645,5812.5,-2.5918063176743895,0,0.0
test-other,336,2414,159411,13,mp3,16k,222.85020446777344,12.778800964355469,5531.25,-3.7587193508074557,0,0.0
test-other,336,2414,159411,13,opus,64k,4.345374584197998,2.0153467655181885,8000.0,-0.689426615542409,0,0.0
test-other,336,2414,159411,13,opus,32k,23.88311767578125,4.784445285797119,8000.0,-2.3188055780447097,0,0.0
test-other,336,2414,159411,13,opus,16k,39.06801986694336,6.126131057739258,8000.0,-2.7178915593255573,0,0.0
test-other,336,2414,159411,13,opus,12k,45.28675842285156,6.603693008422852,8000.0,-3.410481856646293,0,0.0
test-other,336,2414,159411,13,opus,8k,221.04959106445312,13.291864395141602,4593.75,-12.830541329715201,2,0.125
test-other,336,2414,159411,13,opus,6k,225.2710418701172,13.438522338867188,4625.0,-11.999199323027012,2,0.125
test-other,2651,8131,117029,1,mp3,128k,19.78057098388672,3.1968436241149902,7281.25,-0.7863444497477536,0,0.0
test-other,2651,8131,117029,1,mp3,64k,24.750513076782227,3.719679832458496,7281.25,-0.7304315314864457,0,0.0
test-other,2651,8131,117029,1,mp3,32k,42.849510192871094,5.209530830383301,7281.25,-0.41101400670016747,0,0.0
test-other,2651,8131,117029,1,mp3,24k,75.36649322509766,6.637919902801514,5812.5,-1.854457950596844,0,0.0
test-other,2651,8131,117029,1,mp3,16k,108.75947570800781,8.128632545471191,5562.5,-2.829196857620096,0,0.0
test-other,2651,8131,117029,1,opus,64k,2.1599388122558594,1.1904613971710205,8000.0,-0.3481104129033646,0,0.0
test-other,2651,8131,117029,1,opus,32k,14.569364547729492,3.1445424556732178,8000.0,-2.885077290117403,0,0.0
test-other,2651,8131,117029,1,opus,16k,28.908336639404297,4.509085178375244,8000.0,-2.146892707216388,0,0.0
test-other,2651,8131,117029,1,opus,12k,36.38710021972656,5.127796649932861,8000.0,0.18232887759822267,0,0.0
test-other,2651,8131,117029,1,opus,8k,116.84382629394531,8.325535774230957,4781.25,-17.141457945377034,2,0.125
test-other,2651,8131,117029,1,opus,6k,122.29991912841797,8.659356117248535,4812.5,-14.605776882872071,2,0.125
test-other,63,1688,142285,63,mp3,128k,9.316718101501465,1.9964828491210938,7281.25,-0.6234587773234371,0,0.0
test-other,63,1688,142285,63,mp3,64k,11.32275676727295,2.3238041400909424,7281.25,-0.5559651954733645,0,0.0
test-other,63,1688,142285,63,mp3,32k,22.32847785949707,3.558363676071167,7343.75,-0.09797127035011897,0,0.0
test-other,63,1688,142285,63,mp3,24k,39.44392395019531,4.745983123779297,5781.25,-0.404208831091431,0,0.0
test-other,63,1688,142285,63,mp3,16k,76.74419403076172,6.686288356781006,5500.0,-1.5071923206635822,0,0.0
test-other,63,1688,142285,63,opus,64k,2.418843984603882,1.2854546308517456,8000.0,-0.09788667158191333,0,0.0
test-other,63,1688,142285,63,opus,32k,9.886127471923828,2.697535276412964,8000.0,-1.3032501244451165,0,0.0
test-other,63,1688,142285,63,opus,16k,22.68634033203125,4.318695545196533,8000.0,-1.8566356025256874,0,0.0
test-other,63,1688,142285,63,opus,12k,30.960968017578125,5.191821098327637,8000.0,-0.959981829179078,0,0.0
test-other,63,1688,142285,63,opus,8k,60.14238739013672,6.863248825073242,4750.0,-8.757642201082888,2,0.125
test-other,63,1688,142285,63,opus,6k,66.71536254882812,7.418772220611572,4937.5,-8.24939857765941,2,0.125
test-other,2267,7105,2330,27,mp3,128k,24.782575607299805,3.650092124938965,7281.25,-0.81872984912985,0,0.0
test-other,2267,7105,2330,27,mp3,64k,29.174619674682617,4.1715617179870605,7281.25,-0.8107098961616342,0,0.0
test-other,2267,7105,2330,27,mp3,32k,55.24836349487305,6.193913459777832,7281.25,-0.37182794577201017,0,0.0
test-other,2267,7105,2330,27,mp3,24k,124.49406433105469,9.1535005569458,5781.25,-2.4140808219080117,0,0.0
test-other,2267,7105,2330,27,mp3,16k,193.0447540283203,11.572816848754883,5562.5,-4.055216566973859,0,0.0
test-other,2267,7105,2330,27,opus,64k,3.048980951309204,1.5519459247589111,8000.0,-0.3802521401448952,0,0.0
test-other,2267,7105,2330,27,opus,32k,15.382097244262695,3.517171859741211,8000.0,-2.3635006459443746,0,0.0
test-other,2267,7105,2330,27,opus,16k,28.24253273010254,4.881885528564453,8000.0,-2.699763075976644,0,0.0
test-other,2267,7105,2330,27,opus,12k,33.303558349609375,5.353878021240234,8000.0,-1.5662625917794284,0,0.0
test-other,2267,7105,2330,27,opus,8k,173.89950561523438,11.206803321838379,4750.0,-18.090810477037284,2,0.125
test-other,2267,7105,2330,27,opus,6k,177.2076416015625,11.387866020202637,4750.0,-16.841159229951888,2,0.125
test-other,1700,5442,41169,0,mp3,128k,4.790257930755615,1.3711172342300415,7312.5,-0.7097645849401923,0,0.0
test-other,1700,5442,41169,0,mp3,64k,6.36702299118042,1.8508917093276978,7281.25,-0.6919092164778994,0,0.0
test-other,1700,5442,41169,0,mp3,32k,17.17453956604004,3.5350286960601807,7281.25,-0.4607624499098984,0,0.0
test-other,1700,5442,41169,0,mp3,24k,36.67166519165039,4.888702869415283,5812.5,-3.25733703073369,0,0.0
test-other,1700,5442,41169,0,mp3,16k,63.417423248291016,6.730368137359619,5562.5,-5.145876648989283,0,0.0
test-other,1700,5442,41169,0,opus,64k,1.772247552871704,1.2202813625335693,8000.0,-0.3806579337170355,0,0.0
test-other,1700,5442,41169,0,opus,32k,10.857230186462402,3.031275987625122,8000.0,-3.3938754185821423,0,0.0
test-other,1700,5442,41169,0,opus,16k,21.71441078186035,4.417738437652588,8000.0,-2.9422108153869706,0,0.0
test-other,1700,5442,41169,0,opus,12k,26.86556625366211,4.969252586364746,8000.0,-1.7548486286107217,0,0.0
test-other,1700,5442,41169,0,opus,8k,68.57195281982422,7.132112979888916,4656.25,-13.184698538650885,2,0.125
test-other,1700,5442,41169,0,opus,6k,72.08876037597656,7.457094669342041,4656.25,-11.009480881188058,2,0.125
test-other,284,2414,128291,21,mp3,128k,81.81053161621094,7.629715442657471,7281.25,-1.4335645257791454,0,0.0
test-other,284,2414,128291,21,mp3,64k,86.65287017822266,7.924821376800537,7281.25,-1.4522508280107604,0,0.0
test-other,284,2414,128291,21,mp3,32k,120.98037719726562,9.67817497253418,7281.25,-1.092500301182443,0,0.0
test-other,284,2414,128291,21,mp3,24k,296.6946716308594,14.899996757507324,5812.5,-4.164526241522841,0,0.0
test-other,284,2414,128291,21,mp3,16k,377.254150390625,16.903276443481445,5562.5,-4.932578987280854,0,0.0
test-other,284,2414,128291,21,opus,64k,4.095472812652588,1.9511669874191284,8000.0,-0.9590191414106202,0,0.0
test-other,284,2414,128291,21,opus,32k,26.025604248046875,4.989407539367676,8000.0,-3.8814223460729553,0,0.0
test-other,284,2414,128291,21,opus,16k,42.93463897705078,6.413206577301025,8000.0,-3.7178815896363453,0,0.0
test-other,284,2414,128291,21,opus,12k,48.34831619262695,6.8118181228637695,8000.0,-2.280848518283781,0,0.0
test-other,284,2414,128291,21,opus,8k,399.3663024902344,17.601152420043945,4468.75,-21.252438757414925,2,0.125
test-other,284,2414,128291,21,opus,6k,403.5874938964844,17.75136947631836,4468.75,-20.10639159582499,2,0.125
test-other,1774,5484,24318,8,mp3,128k,39.577728271484375,5.911757469177246,7281.25,-0.8915679046112748,0,0.0
test-other,1774,5484,24318,8,mp3,64k,43.67977523803711,6.240799903869629,7281.25,-0.886519623874195,0,0.0
test-other,1774,5484,24318,8,mp3,32k,71.12193298339844,7.98002290725708,7281.25,-0.5537671157062248,0,0.0
test-other,1774,5484,24318,8,mp3,24k,148.62173461914062,11.045586585998535,5812.5,-3.279539841850845,0,0.0
test-other,1774,5484,24318,8,mp3,16k,207.79275512695312,13.066754341125488,5562.5,-4.747488007730338,0,0.0
test-other,1774,5484,24318,8,opus,64k,3.8885998725891113,1.9169414043426514,8000.0,-0.5017686334937146,0,0.0
test-other,1774,5484,24318,8,opus,32k,24.59095001220703,4.835322380065918,8000.0,-3.6071838268628786,0,0.0
test-other,1774,5484,24318,8,opus,16k,40.46427536010742,6.223025798797607,8000.0,-3.0579805355695107,0,0.0
test-other,1774,5484,24318,8,opus,12k,45.04991149902344,6.568530082702637,8000.0,-1.454804055245973,0,0.0
test-other,1774,5484,24318,8,opus,8k,229.1754913330078,13.866028785705566,4625.0,-17.377310742115483,2,0.125
test-other,1774,5484,24318,8,opus,6k,230.33558654785156,13.949459075927734,4687.5,-15.198459738641626,2,0.125
test-other,517,3005,163399,0,mp3,128k,28.009660720825195,4.527634620666504,7312.5,-0.5973646620951761,0,0.0
test-other,517,3005,163399,0,mp3,64k,32.02401351928711,4.9996514320373535,7281.25,-0.5364722335442297,0,0.0
test-other,517,3005,163399,0,mp3,32k,60.02370071411133,7.185651779174805,7281.25,-0.15621361000235728,0,0.0
test-other,517,3005,163399,0,mp3,24k,152.49075317382812,11.233577728271484,5812.5,-1.5831104707440844,0,0.0
test-other,517,3005,163399,0,mp3,16k,239.49842834472656,14.02059555053711,5531.25,-3.5685146351854753,0,0.0
test-other,517,3005,163399,0,opus,64k,2.7923378944396973,1.582934856414795,8000.0,-0.16376212430683823,0,0.0
test-other,517,3005,163399,0,opus,32k,19.518901824951172,4.316015243530273,8000.0,-1.6827286785204922,0,0.0
test-other,517,3005,163399,0,opus,16k,35.97324752807617,5.890358924865723,8000.0,-2.335020323620571,0,0.0
test-other,517,3005,163399,0,opus,12k,42.21718215942383,6.398611545562744,8000.0,-1.9014190273076315,0,0.0
test-other,517,3005,163399,0,opus,8k,209.99082946777344,13.440237045288086,4750.0,-14.109489766367947,2,0.125
test-other,517,3005,163399,0,opus,6k,212.07203674316406,13.550790786743164,4750.0,-12.174308987140694,2,0.125
test-other,269,2414,128291,6,mp3,128k,102.6948013305664,9.018568992614746,7281.25,-1.7196258664652482,0,0.0
test-other,269,2414,128291,6,mp3,64k,107.29148864746094,9.255046844482422,7281.25,-1.7126751786845191,0,0.0
test-other,269,2414,128291,6,mp3,32k,143.7541961669922,10.891541481018066,7281.25,-1.247624729243442,0,0.0
test-other,269,2414,128291,6,mp3,24k,356.29559326171875,16.850976943969727,5812.5,-4.8002844774513305,0,0.0
test-other,269,2414,128291,6,mp3,16k,445.85577392578125,18.92694854736328,5562.5,-5.421553550877151,0,0.0
test-other,269,2414,128291,6,opus,64k,5.058009147644043,2.1875486373901367,8000.0,-1.1582414979854914,0,0.0
test-other,269,2414,128291,6,opus,32k,31.948345184326172,5.6097331047058105,8000.0,-4.595285114431945,0,0.0
test-other,269,2414,128291,6,opus,16k,48.706748962402344,6.933610439300537,8000.0,-4.049500948919153,0,0.0
test-other,269,2414,128291,6,opus,12k,53.4142951965332,7.259799480438232,8000.0,-2.6792712116659105,0,0.0
test-other,269,2414,128291,6,opus,8k,477.4792175292969,19.807157516479492,4437.5,-23.561554424823026,2,0.125
test-other,269,2414,128291,6,opus,6k,478.386962890625,19.84756088256836,4437.5,-22.311889285557534,2,0.125
test-other,1111,3997,180294,23,mp3,128k,2.92390775680542,1.056007981300354,7281.25,-0.606260755445741,0,0.0
test-other,1111,3997,180294,23,mp3,64k,4.9790754318237305,1.6089296340942383,7281.25,-0.5422702016661491,0,0.0
test-other,1111,3997,180294,23,mp3,32k,14.288629531860352,3.023404598236084,7281.25,-0.36726237792702754,0,0.0
test-other,1111,3997,180294,23,mp3,24k,32.33052444458008,4.330635070800781,5812.5,-2.784994038323747,0,0.0
test-other,1111,3997,180294,23,mp3,16k,60.36012268066406,5.969088077545166,5500.0,-6.392218978324427,0,0.0
test-other,1111,3997,180294,23,opus,64k,1.268135905265808,0.9348385334014893,8000.0,-0.37639707097476627,0,0.0
test-other,1111,3997,180294,23,opus,32k,8.254709243774414,2.4599812030792236,8000.0,-2.750346713692619,0,0.0
test-other,1111,3997,180294,23,opus,16k,16.93612289428711,3.6068155765533447,8000.0,-2.544856609749342,0,0.0
test-other,1111,3997,180294,23,opus,12k,20.41478157043457,4.003660202026367,8000.0,-1.6062599381641796,0,0.0
test-other,1111,3997,180294,23,opus,8k,47.850074768066406,5.7411651611328125,5000.0,-9.786927522855834,2,0.125
test-other,1111,3997,180294,23,opus,6k,50.72013473510742,5.985939979553223,5000.0,-10.75826912864935,2,0.125
test-other,124,1998,29454,0,mp3,128k,15.971482276916504,2.7319138050079346,7281.25,-1.620571804950813,0,0.0
test-other,124,1998,29454,0,mp3,64k,18.976215362548828,3.3604953289031982,7281.25,-1.600997280020266,0,0.0
test-other,124,1998,29454,0,mp3,32k,37.61567306518555,5.416533470153809,7281.25,-1.3885668536085825,0,0.0
test-other,124,1998,29454,0,mp3,24k,81.1891860961914,7.712392330169678,5812.5,-4.989173530243507,0,0.0
test-other,124,1998,29454,0,mp3,16k,139.7516632080078,10.626399040222168,5562.5,-7.063380247740506,0,0.0
test-other,124,1998,29454,0,opus,64k,2.9732398986816406,1.6046066284179688,8000.0,-1.0522483726190603,0,0.0
test-other,124,1998,29454,0,opus,32k,18.374835968017578,4.049188613891602,8000.0,-4.688284720677721,0,0.0
test-other,124,1998,29454,0,opus,16k,31.348424911499023,5.423103332519531,8000.0,-3.971385163719801,0,0.0
test-other,124,1998,29454,0,opus,12k,36.24814224243164,5.882475852966309,8000.0,-2.5202217142153724,0,0.0
test-other,124,1998,29454,0,opus,8k,123.95279693603516,9.901094436645508,4562.5,-16.213838745821874,2,0.125
test-other,124,1998,29454,0,opus,6k,124.51931762695312,9.974377632141113,4625.0,-14.819463106094632,2,0.125
test-other,979,3764,168670,4,mp3,128k,27.671661376953125,3.3683698177337646,7281.25,-1.7634936741169627,0,0.0
test-other,979,3764,168670,4,mp3,64k,30.175004959106445,3.8382835388183594,7281.25,-1.7793455538982959,0,0.0
test-other,979,3764,168670,4,mp3,32k,47.51701736450195,5.637166500091553,7281.25,-1.5098150777143957,0,0.0
test-other,979,3764,168670,4,mp3,24k,98.354736328125,7.755455017089844,5812.5,-2.948701190668392,0,0.0
test-other,979,3764,168670,4,mp3,16k,134.4123992919922,9.493376731872559,5562.5,-3.5730900782032746,0,0.0
test-other,979,3764,168670,4,opus,64k,2.908243179321289,1.539282202720642,8000.0,-1.0140435933164003,0,0.0
test-other,979,3764,168670,4,opus,32k,16.44068145751953,3.6686489582061768,8000.0,-3.2265096580111052,0,0.0
test-other,979,3764,168670,4,opus,16k,29.308032989501953,5.077824592590332,8000.0,-3.464383657202063,0,0.0
test-other,979,3764,168670,4,opus,12k,34.69685363769531,5.5919365882873535,8000.0,-1.8596861694192897,0,0.0
test-other,979,3764,168670,4,opus,8k,165.7413330078125,10.602416038513184,4375.0,-20.441030700213858,2,0.125
test-other,979,3764,168670,4,opus,6k,167.1293487548828,10.790314674377441,4437.5,-18.430482723496706,2,0.125
test-other,1514,4852,28319,12,mp3,128k,5.406168460845947,1.3360482454299927,7312.5,-0.7407354239503067,0,0.0
test-other,1514,4852,28319,12,mp3,64k,7.176464080810547,1.7632930278778076,7281.25,-0.7477211988430472,0,0.0
test-other,1514,4852,28319,12,mp3,32k,20.972055435180664,3.396923303604126,7281.25,-0.879988173036902,0,0.0
test-other,1514,4852,28319,12,mp3,24k,39.48296356201172,4.672609329223633,5781.25,-2.2134860054054615,0,0.0
test-other,1514,4852,28319,12,mp3,16k,67.58158111572266,6.296380996704102,5562.5,-4.09777225515762,0,0.0
test-other,1514,4852,28319,12,opus,64k,1.681107997894287,1.091569185256958,8000.0,-0.3320117538997481,0,0.0
test-other,1514,4852,28319,12,opus,32k,8.2466459274292,2.416736125946045,8000.0,-2.82937732195677,0,0.0
test-other,1514,4852,28319,12,opus,16k,17.163959503173828,3.7200779914855957,8000.0,-2.8880108389255614,0,0.0
test-other,1514,4852,28319,12,opus,12k,22.086027145385742,4.290755271911621,8000.0,-2.303188276676255,0,0.0
test-other,1514,4852,28319,12,opus,8k,58.97758483886719,6.3417277336120605,4687.5,-11.949284228918346,2,0.125
test-other,1514,4852,28319,12,opus,6k,64.63543701171875,6.844818115234375,4687.5,-11.94432465101222,2,0.125
test-other,2045,6432,63722,6,mp3,128k,0.5623452067375183,0.5767143368721008,7281.25,-0.44477903991142176,0,0.0
test-other,2045,6432,63722,6,mp3,64k,5.15447473526001,1.857282280921936,7281.25,-0.4401030674012949,0,0.0
test-other,2045,6432,63722,6,mp3,32k,28.56172752380371,4.5335373878479,7281.25,-0.387720396122211,0,0.0
test-other,2045,6432,63722,6,mp3,24k,63.41329574584961,6.7891669273376465,5812.5,-0.2732553375305797,0,0.0
test-other,2045,6432,63722,6,mp3,16k,148.9748992919922,10.453615188598633,5562.5,-1.0832548026621702,0,0.0
test-other,2045,6432,63722,6,opus,64k,1.4489363431930542,1.0558890104293823,8000.0,0.033875444311040774,0,0.0
test-other,2045,6432,63722,6,opus,32k,9.275222778320312,2.83294939994812,8000.0,-1.575051054313106,0,0.0
test-other,2045,6432,63722,6,opus,16k,25.65958595275879,4.76380729675293,8000.0,-1.7732946123197932,0,0.0
test-other,2045,6432,63722,6,opus,12k,33.95087814331055,5.508917808532715,8000.0,-0.520256103963176,0,0.0
test-other,2045,6432,63722,6,opus,8k,139.20436096191406,10.421489715576172,4437.5,-14.477709263728876,2,0.125
test-other,2045,6432,63722,6,opus,6k,142.487548828125,10.665660858154297,4625.0,-10.001068350375022,2,0.125
test-other,728,3528,168669,33,mp3,128k,4.7091193199157715,1.1379607915878296,7312.5,-0.45697436329393804,0,0.0
test-other,728,3528,168669,33,mp3,64k,7.434078693389893,1.6073302030563354,7312.5,-0.4603464770920064,0,0.0
test-other,728,3528,168669,33,mp3,32k,17.896286010742188,2.6864051818847656,7312.5,-0.293680492901048,0,0.0
test-other,728,3528,168669,33,mp3,24k,42.2706184387207,4.035834312438965,5812.5,-0.8574440266218855,0,0.0
test-other,728,3528,168669,33,mp3,16k,73.76294708251953,5.228791236877441,5531.25,-1.7271039479207673,0,0.0
test-other,728,3528,168669,33,opus,64k,3.6558332443237305,1.7337769269943237,8000.0,-0.034220795169997924,0,0.0
test-other,728,3528,168669,33,opus,32k,10.16059684753418,2.726778984069824,8000.0,-0.4956414429878592,0,0.0
test-other,728,3528,168669,33,opus,16k,17.06096839904785,3.4912571907043457,8000.0,-0.8066955595551885,0,0.0
test-other,728,3528,168669,33,opus,12k,19.687273025512695,3.770850658416748,8000.0,0.09567549484903777,0,0.0
test-other,728,3528,168669,33,opus,8k,74.99158477783203,6.313193321228027,4937.5,-9.230081269476946,2,0.125
test-other,728,3528,168669,33,opus,6k,77.76792907714844,6.668972492218018,4906.25,-8.030707419984838,2,0.125
test-other,1786,5484,24318,20,mp3,128k,20.185903549194336,3.5312705039978027,7312.5,-0.8001424317846894,0,0.0
test-other,1786,5484,24318,20,mp3,64k,23.52159309387207,3.9564366340637207,7312.5,-0.7948130962771881,0,0.0
test-other,1786,5484,24318,20,mp3,32k,44.73276138305664,5.8257527351379395,7312.5,-0.3869752248536471,0,0.0
test-other,1786,5484,24318,20,mp3,24k,102.67975616455078,8.675834655761719,5812.5,-1.5799187749128019,0,0.0
test-other,1786,5484,24318,20,mp3,16k,178.34881591796875,11.540018081665039,5562.5,-3.9776211505015873,0,0.0
test-other,1786,5484,24318,20,opus,64k,3.212357521057129,1.6007335186004639,8000.0,-0.3445805646159341,0,0.0
test-other,1786,5484,24318,20,opus,32k,19.97837257385254,4.055198669433594,8000.0,-2.246365313965828,0,0.0
test-other,1786,5484,24318,20,opus,16k,35.56361389160156,5.48817253112793,8000.0,-2.318419588854228,0,0.0
test-other,1786,5484,24318,20,opus,12k,41.04408264160156,5.925207614898682,8000.0,-1.7025082167125472,0,0.0
test-other,1786,5484,24318,20,opus,8k,184.65673828125,11.954232215881348,4781.25,-15.379986908694248,2,0.125
test-other,1786,5484,24318,20,opus,6k,186.53639221191406,12.135428428649902,4812.5,-14.400896747064172,2,0.125
test-other,2392,7902,96592,47,mp3,128k,4.195040702819824,1.583899974822998,7312.5,-0.5458602910502117,0,0.0
test-other,2392,7902,96592,47,mp3,64k,6.849961757659912,2.1830010414123535,7312.5,-0.5313650605685636,0,0.0
test-other,2392,7902,96592,47,mp3,32k,19.869827270507812,4.0011677742004395,7312.5,-0.16547412978799497,0,0.0
