dataset,dataset_index,speaker_id,chapter_id,utterance_id,codec,bitrate,spectral_distortion,lsd_db,retained_bandwidth_hz,hf_power_change_db,estimated_delay_samples,estimated_delay_ms
test-clean,2518,8555,284447,17,opus,32k,13.970170021057129,3.409280776977539,8000.0,-3.9597323219965026,0,0.0
test-clean,2518,8555,284447,17,opus,16k,26.86561393737793,4.842643737792969,8000.0,-3.9123117654147803,0,0.0
test-clean,2518,8555,284447,17,opus,12k,32.700374603271484,5.38234281539917,8000.0,-2.5788923495639264,0,0.0
test-clean,2518,8555,284447,17,opus,8k,109.02140045166016,8.735636711120605,4375.0,-23.750185064305004,2,0.125
test-clean,2518,8555,284447,17,opus,6k,113.18608093261719,9.063763618469238,4750.0,-22.343171772405167,2,0.125
test-clean,2575,908,157963,12,mp3,128k,23.45871925354004,3.8875110149383545,7312.5,-0.5629471475544898,0,0.0
test-clean,2575,908,157963,12,mp3,64k,26.869998931884766,4.3479838371276855,7281.25,-0.5483545778582284,0,0.0
test-clean,2575,908,157963,12,mp3,32k,49.17772674560547,6.278564929962158,7312.5,-0.32648169020349443,0,0.0
test-clean,2575,908,157963,12,mp3,24k,108.46350860595703,9.103962898254395,5812.5,-0.8769858127496288,0,0.0
test-clean,2575,908,157963,12,mp3,16k,175.6259765625,11.710404396057129,5562.5,-2.0465161948598407,0,0.0
test-clean,2575,908,157963,12,opus,64k,2.973633050918579,1.6189075708389282,8000.0,-0.1481202703399206,0,0.0
test-clean,2575,908,157963,12,opus,32k,20.52574348449707,4.366784572601318,8000.0,-2.5740061193912633,0,0.0
test-clean,2575,908,157963,12,opus,16k,35.1165771484375,5.782712936401367,8000.0,-2.7023072802874823,0,0.0
test-clean,2575,908,157963,12,opus,12k,40.42940902709961,6.236334323883057,8000.0,-1.9246632213033756,0,0.0
test-clean,2575,908,157963,12,opus,8k,173.7632293701172,11.852564811706543,4531.25,-21.41042595812586,2,0.125
test-clean,2575,908,157963,12,opus,6k,176.4381561279297,12.01294231414795,4656.25,-18.992619277302957,2,0.125
test-clean,94,1188,133604,30,mp3,128k,17.51706314086914,2.829178810119629,7312.5,-1.2081598654387424,0,0.0
test-clean,94,1188,133604,30,mp3,64k,19.731292724609375,3.087916135787964,7312.5,-1.1594764546018286,0,0.0
test-clean,94,1188,133604,30,mp3,32k,33.968021392822266,4.343207836151123,7281.25,-0.8199012997174427,0,0.0
test-clean,94,1188,133604,30,mp3,24k,61.88563919067383,5.764217853546143,5812.5,-1.7571853051710775,0,0.0
test-clean,94,1188,133604,30,mp3,16k,108.98514556884766,7.763282775878906,5531.25,-3.158072708613337,0,0.0
test-clean,94,1188,133604,30,opus,64k,1.949657917022705,1.1665993928909302,8000.0,-0.6213282335291899,0,0.0
test-clean,94,1188,133604,30,opus,32k,12.643731117248535,3.0955584049224854,8000.0,-3.3243888119911125,0,0.0
test-clean,94,1188,133604,30,opus,16k,22.938007354736328,4.269908905029297,8000.0,-3.469918903154583,0,0.0
test-clean,94,1188,133604,30,opus,12k,27.360881805419922,4.726795196533203,8000.0,-2.514520270905913,0,0.0
test-clean,94,1188,133604,30,opus,8k,114.00895690917969,8.536355018615723,4312.5,-21.45923974072145,2,0.125
test-clean,94,1188,133604,30,opus,6k,116.70682525634766,8.774033546447754,4312.5,-17.683919245,1,0.0625
test-clean,1469,5142,33396,7,mp3,128k,1.2966115474700928,0.6588242053985596,7281.25,-0.44439351578478525,0,0.0
test-clean,1469,5142,33396,7,mp3,64k,4.711371898651123,1.719614863395691,7281.25,-0.42363053150149993,0,0.0
test-clean,1469,5142,33396,7,mp3,32k,27.654272079467773,4.507101535797119,7281.25,-0.20663491338283838,0,0.0
test-clean,1469,5142,33396,7,mp3,24k,55.58830642700195,6.486372470855713,5781.25,-0.14873653519499513,0,0.0
test-clean,1469,5142,33396,7,mp3,16k,121.23821258544922,9.496444702148438,5531.25,-1.1508927534394513,0,0.0
test-clean,1469,5142,33396,7,opus,64k,1.6348634958267212,1.1272668838500977,8000.0,0.0014680843361388276,0,0.0
test-clean,1469,5142,33396,7,opus,32k,7.944087505340576,2.688455581665039,8000.0,-0.4231449194438592,0,0.0
test-clean,1469,5142,33396,7,opus,16k,19.60799217224121,4.23357629776001,8000.0,-0.890710887697085,0,0.0
test-clean,1469,5142,33396,7,opus,12k,26.068445205688477,4.894911766052246,8000.0,-0.6293340971389145,0,0.0
test-clean,1469,5142,33396,7,opus,8k,107.14849090576172,9.40335464477539,4531.25,-10.493419028670726,2,0.125
test-clean,1469,5142,33396,7,opus,6k,111.12867736816406,9.661499977111816,4531.25,-10.492505414750442,2,0.125
test-clean,1528,5142,33396,66,mp3,128k,0.9145432710647583,0.9088426828384399,7312.5,-0.44495106189566824,0,0.0
test-clean,1528,5142,33396,66,mp3,64k,6.300164699554443,2.1649587154388428,7281.25,-0.44315640630949227,0,0.0
test-clean,1528,5142,33396,66,mp3,32k,29.547832489013672,4.834794998168945,7281.25,-0.0027872526114347406,0,0.0
test-clean,1528,5142,33396,66,mp3,24k,61.40763473510742,6.786265850067139,5843.75,-0.6159512424198494,0,0.0
test-clean,1528,5142,33396,66,mp3,16k,143.60433959960938,10.34770393371582,5531.25,-1.318531585522512,0,0.0
test-clean,1528,5142,33396,66,opus,64k,2.8633289337158203,1.5780296325683594,8000.0,0.011408702734477097,0,0.0
test-clean,1528,5142,33396,66,opus,32k,10.042573928833008,3.097475051879883,8000.0,-0.6422945276933802,0,0.0
test-clean,1528,5142,33396,66,opus,16k,22.050464630126953,4.602931022644043,8000.0,-0.6860699124335657,0,0.0
test-clean,1528,5142,33396,66,opus,12k,28.520376205444336,5.221344947814941,8000.0,-0.6388191931500067,0,0.0
test-clean,1528,5142,33396,66,opus,8k,109.60798645019531,9.603343963623047,4781.25,-14.789804920863382,2,0.125
test-clean,1528,5142,33396,66,opus,6k,117.48369598388672,10.022433280944824,4750.0,-13.129258946741675,2,0.125
test-clean,1472,5142,33396,10,mp3,128k,1.5398601293563843,1.191331148147583,7281.25,-0.4466713801722979,0,0.0
test-clean,1472,5142,33396,10,mp3,64k,6.9585723876953125,2.4444046020507812,7281.25,-0.4446539234125495,0,0.0
test-clean,1472,5142,33396,10,mp3,32k,35.74406814575195,5.640103816986084,7281.25,0.010152171967941864,0,0.0
test-clean,1472,5142,33396,10,mp3,24k,80.8858871459961,8.36452579498291,5812.5,-0.08605659493972889,0,0.0
test-clean,1472,5142,33396,10,mp3,16k,180.05247497558594,12.408087730407715,5562.5,-1.2901938655803933,0,0.0
test-clean,1472,5142,33396,10,opus,64k,3.7555999755859375,1.8276948928833008,8000.0,0.0810591665786673,0,0.0
test-clean,1472,5142,33396,10,opus,32k,13.941326141357422,3.6921658515930176,8000.0,-0.7243285065793155,0,0.0
test-clean,1472,5142,33396,10,opus,16k,29.75157356262207,5.401346206665039,8000.0,-1.199478405707279,0,0.0
test-clean,1472,5142,33396,10,opus,12k,37.130699157714844,6.039416790008545,8000.0,-1.2089195176174308,0,0.0
test-clean,1472,5142,33396,10,opus,8k,214.07476806640625,13.817501068115234,4250.0,-18.48176202883256,2,0.125
test-clean,1472,5142,33396,10,opus,6k,218.06253051757812,13.99367904663086,4281.25,-17.57850296353849,2,0.125
test-clean,1924,6829,68771,10,mp3,128k,38.9659309387207,5.114160537719727,7281.25,-0.7828991379722626,0,0.0
test-clean,1924,6829,68771,10,mp3,64k,44.167781829833984,5.676085472106934,7281.25,-0.7726490586159257,0,0.0
test-clean,1924,6829,68771,10,mp3,32k,77.47663879394531,7.95752477645874,7281.25,-0.4018137296103919,0,0.0
test-clean,1924,6829,68771,10,mp3,24k,174.37225341796875,11.60180950164795,5812.5,-1.638712642190385,0,0.0
test-clean,1924,6829,68771,10,mp3,16k,260.8069152832031,14.349892616271973,5562.5,-3.0717799817210842,0,0.0
test-clean,1924,6829,68771,10,opus,64k,3.4400339126586914,1.726983666419983,8000.0,-0.33165429825729703,0,0.0
test-clean,1924,6829,68771,10,opus,32k,21.190845489501953,4.358156681060791,8000.0,-2.987224722345636,0,0.0
test-clean,1924,6829,68771,10,opus,16k,36.51348876953125,5.792463779449463,8000.0,-3.0378577361851926,0,0.0
test-clean,1924,6829,68771,10,opus,12k,41.7147331237793,6.221318244934082,8000.0,-1.8469366641270262,0,0.0
test-clean,1924,6829,68771,10,opus,8k,266.585205078125,14.343579292297363,4437.5,-18.81697332209094,2,0.125
test-clean,1924,6829,68771,10,opus,6k,268.7377624511719,14.47995662689209,4531.25,-16.42039043329874,2,0.125
test-clean,1102,4077,13754,6,mp3,128k,22.507938385009766,3.563014268875122,7312.5,-0.4807843359629807,0,0.0
test-clean,1102,4077,13754,6,mp3,64k,28.47565460205078,4.402418613433838,7281.25,-0.4753836825557142,0,0.0
test-clean,1102,4077,13754,6,mp3,32k,59.88608169555664,6.912651538848877,7281.25,-0.23879355454474893,0,0.0
test-clean,1102,4077,13754,6,mp3,24k,132.88218688964844,10.044795036315918,5812.5,-0.5285949400130139,0,0.0
test-clean,1102,4077,13754,6,mp3,16k,213.05674743652344,12.876352310180664,5562.5,-1.4090236524214497,0,0.0
test-clean,1102,4077,13754,6,opus,64k,2.9894227981567383,1.6390455961227417,8000.0,-0.0377237198370545,0,0.0
test-clean,1102,4077,13754,6,opus,32k,19.540935516357422,4.239078044891357,8000.0,-2.2954107676507367,0,0.0
test-clean,1102,4077,13754,6,opus,16k,34.50946044921875,5.702587127685547,8000.0,-2.2393752153765463,0,0.0
test-clean,1102,4077,13754,6,opus,12k,39.89837646484375,6.161210060119629,8000.0,-0.9714369209503176,0,0.0
test-clean,1102,4077,13754,6,opus,8k,196.9886016845703,12.171180725097656,4468.75,-15.000264103935637,2,0.125
test-clean,1102,4077,13754,6,opus,6k,197.9257354736328,12.286842346191406,4593.75,-12.395276028008595,2,0.125
test-clean,87,1188,133604,23,mp3,128k,14.49390697479248,2.4896116256713867,7281.25,-0.6900622606668436,0,0.0
test-clean,87,1188,133604,23,mp3,64k,17.401649475097656,2.929442882537842,7281.25,-0.6837997916801812,0,0.0
test-clean,87,1188,133604,23,mp3,32k,33.30990982055664,4.4751505851745605,7281.25,-0.3080753485805884,0,0.0
test-clean,87,1188,133604,23,mp3,24k,70.1028060913086,6.31765079498291,5812.5,-1.224768242169703,0,0.0
test-clean,87,1188,133604,23,mp3,16k,119.68745422363281,8.386482238769531,5562.5,-2.880561267744791,0,0.0
test-clean,87,1188,133604,23,opus,64k,1.7053287029266357,1.14339017868042,8000.0,-0.20450911000764366,0,0.0
test-clean,87,1188,133604,23,opus,32k,12.146382331848145,3.070589065551758,8000.0,-2.629548169993549,0,0.0
test-clean,87,1188,133604,23,opus,16k,22.942251205444336,4.372340202331543,8000.0,-2.8537844844656624,0,0.0
test-clean,87,1188,133604,23,opus,12k,27.231393814086914,4.840462684631348,8000.0,-1.5433239450563416,0,0.0
test-clean,87,1188,133604,23,opus,8k,122.19136047363281,9.032073020935059,4468.75,-21.876676431899288,2,0.125
test-clean,87,1188,133604,23,opus,6k,124.70921325683594,9.275012016296387,4500.0,-19.627659053641576,2,0.125
test-clean,981,3575,170457,11,mp3,128k,30.14615249633789,4.189033508300781,7281.25,-0.9506338149906385,0,0.0
test-clean,981,3575,170457,11,mp3,64k,34.20303726196289,4.616438865661621,7281.25,-0.9587471362810012,0,0.0
test-clean,981,3575,170457,11,mp3,32k,57.88624954223633,6.397580623626709,7281.25,-0.7346713808572874,0,0.0
test-clean,981,3575,170457,11,mp3,24k,131.6256866455078,9.330793380737305,5812.5,-4.473257565618108,0,0.0
test-clean,981,3575,170457,11,mp3,16k,178.8229217529297,10.95431137084961,5562.5,-5.5214892212779265,0,0.0
test-clean,981,3575,170457,11,opus,64k,3.190274477005005,1.6025296449661255,8000.0,-0.5869365322374208,0,0.0
test-clean,981,3575,170457,11,opus,32k,17.934429168701172,3.772346258163452,8000.0,-3.971884803244249,0,0.0
test-clean,981,3575,170457,11,opus,16k,30.956289291381836,5.049036979675293,8000.0,-3.7698463696311864,0,0.0
test-clean,981,3575,170457,11,opus,12k,35.55083465576172,5.456226825714111,8000.0,-2.508232601392906,0,0.0
test-clean,981,3575,170457,11,opus,8k,182.21768188476562,11.098590850830078,4468.75,-20.435300644982533,2,0.125
test-clean,981,3575,170457,11,opus,6k,183.99049377441406,11.298055648803711,4593.75,-17.090897803030437,2,0.125
test-clean,1305,4970,29095,0,mp3,128k,30.619728088378906,3.86696720123291,7281.25,-1.0498395125864355,0,0.0
test-clean,1305,4970,29095,0,mp3,64k,35.03056335449219,4.318553447723389,7281.25,-1.0544757771746718,0,0.0
test-clean,1305,4970,29095,0,mp3,32k,64.22261047363281,6.242952823638916,7281.25,-0.8383477793207266,0,0.0
test-clean,1305,4970,29095,0,mp3,24k,140.57017517089844,9.008317947387695,5812.5,-3.4443197433264117,0,0.0
test-clean,1305,4970,29095,0,mp3,16k,209.35845947265625,11.096502304077148,5562.5,-5.134416079843663,0,0.0
test-clean,1305,4970,29095,0,opus,64k,3.0576260089874268,1.5969078540802002,8000.0,-0.6825791385325408,0,0.0
test-clean,1305,4970,29095,0,opus,32k,15.917222023010254,3.5093119144439697,8000.0,-3.126606713000509,0,0.0
test-clean,1305,4970,29095,0,opus,16k,26.944368362426758,4.537583351135254,8000.0,-2.891534255245526,0,0.0
test-clean,1305,4970,29095,0,opus,12k,30.019248962402344,4.803030967712402,8000.0,-2.4546017609036315,0,0.0
test-clean,1305,4970,29095,0,opus,8k,190.0433349609375,10.665055274963379,4718.75,-16.536162601069456,2,0.125
test-clean,1305,4970,29095,0,opus,6k,190.54368591308594,10.758746147155762,4718.75,-15.29050304239153,2,0.125
test-clean,2516,8555,284447,15,mp3,128k,12.779130935668945,2.2737650871276855,7281.25,-1.0585075676377422,0,0.0
test-clean,2516,8555,284447,15,mp3,64k,14.736912727355957,2.6186399459838867,7281.25,-1.0604106374970823,0,0.0
test-clean,2516,8555,284447,15,mp3,32k,28.96920394897461,4.1932830810546875,7281.25,-0.9583297475094641,0,0.0
test-clean,2516,8555,284447,15,mp3,24k,54.1546745300293,5.624571800231934,5812.5,-2.279509789471283,0,0.0
test-clean,2516,8555,284447,15,mp3,16k,75.56333923339844,6.886542320251465,5562.5,-2.8544244234970497,0,0.0
test-clean,2516,8555,284447,15,opus,64k,1.9585239887237549,1.176025390625,8000.0,-0.5397592087600427,0,0.0
test-clean,2516,8555,284447,15,opus,32k,11.37850284576416,2.7831594944000244,8000.0,-2.2075538874509855,0,0.0
test-clean,2516,8555,284447,15,opus,16k,21.47673988342285,3.9452812671661377,8000.0,-2.972312993166572,0,0.0
test-clean,2516,8555,284447,15,opus,12k,25.656280517578125,4.373717784881592,8000.0,-2.326055585204296,0,0.0
test-clean,2516,8555,284447,15,opus,8k,80.91249084472656,7.005413055419922,4875.0,-18.79623245127417,2,0.125
test-clean,2516,8555,284447,15,opus,6k,84.3390121459961,7.308360576629639,4906.25,-16.12764066179682,2,0.125
test-clean,972,3575,170457,2,mp3,128k,20.126874923706055,3.1848411560058594,7312.5,-1.0638590694912873,0,0.0
test-clean,972,3575,170457,2,mp3,64k,24.026447296142578,3.7069263458251953,7312.5,-1.0533811923174214,0,0.0
test-clean,972,3575,170457,2,mp3,32k,48.282649993896484,5.720993995666504,7281.25,-0.661934269695867,0,0.0
test-clean,972,3575,170457,2,mp3,24k,96.12548065185547,7.757376194000244,5843.75,-4.916254222153079,0,0.0
test-clean,972,3575,170457,2,mp3,16k,138.19544982910156,9.435643196105957,5531.25,-9.646342923119049,0,0.0
test-clean,972,3575,170457,2,opus,64k,3.1575632095336914,1.5900968313217163,8000.0,-0.6804855247703352,0,0.0
test-clean,972,3575,170457,2,opus,32k,14.995861053466797,3.508514881134033,8000.0,-4.67835383892654,0,0.0
test-clean,972,3575,170457,2,opus,16k,28.637714385986328,4.913461208343506,8000.0,-3.7599847555041865,0,0.0
test-clean,972,3575,170457,2,opus,12k,33.94068145751953,5.4382524490356445,8000.0,-3.8254392997482682,0,0.0
test-clean,972,3575,170457,2,opus,8k,131.52499389648438,9.425901412963867,4812.5,-27.954824814196275,2,0.125
test-clean,972,3575,170457,2,opus,6k,133.6354522705078,9.649746894836426,4812.5,-25.021594951264593,1,0.0625
test-clean,1385,4992,41797,20,mp3,128k,10.968127250671387,2.0022006034851074,7281.25,-0.6757715952631393,0,0.0
test-clean,1385,4992,41797,20,mp3,64k,14.592307090759277,2.7596139907836914,7281.25,-0.6775075084387387,0,0.0
test-clean,1385,4992,41797,20,mp3,32k,34.006046295166016,4.855262279510498,7281.25,-0.46636313028347176,0,0.0
test-clean,1385,4992,41797,20,mp3,24k,72.5265884399414,6.875890731811523,5812.5,-1.6723334617638823,0,0.0
test-clean,1385,4992,41797,20,mp3,16k,111.15370178222656,8.894399642944336,5562.5,-2.3186225600296693,0,0.0
test-clean,1385,4992,41797,20,opus,64k,2.278369426727295,1.3092654943466187,8000.0,-0.30343365152144747,0,0.0
test-clean,1385,4992,41797,20,opus,32k,11.81879997253418,3.13744854927063,8000.0,-2.5661883513805064,0,0.0
test-clean,1385,4992,41797,20,opus,16k,23.125810623168945,4.524238586425781,8000.0,-3.1570645463800244,0,0.0
test-clean,1385,4992,41797,20,opus,12k,28.330625534057617,5.068025588989258,8000.0,-1.5625154670035055,0,0.0
test-clean,1385,4992,41797,20,opus,8k,106.22940826416016,8.494382858276367,4687.5,-12.815127581839388,2,0.125
test-clean,1385,4992,41797,20,opus,6k,110.35264587402344,8.83280086517334,4718.75,-11.462310912366046,2,0.125
test-clean,1168,4446,2273,30,mp3,128k,21.782211303710938,3.848759889602661,7281.25,-0.8282247365988503,0,0.0
test-clean,1168,4446,2273,30,mp3,64k,27.04610252380371,4.449672698974609,7281.25,-0.7623434004809369,0,0.0
test-clean,1168,4446,2273,30,mp3,32k,56.94479751586914,6.716644763946533,7281.25,-0.9539415465024106,0,0.0
test-clean,1168,4446,2273,30,mp3,24k,118.83755493164062,9.452508926391602,5781.25,-3.5360264268231365,0,0.0
test-clean,1168,4446,2273,30,mp3,16k,173.59521484375,11.537278175354004,5562.5,-4.8772468202299155,0,0.0
test-clean,1168,4446,2273,30,opus,64k,4.546154499053955,2.048431158065796,8000.0,-0.39361644021846176,0,0.0
test-clean,1168,4446,2273,30,opus,32k,20.410125732421875,4.423529624938965,8000.0,-2.3803845975237796,0,0.0
test-clean,1168,4446,2273,30,opus,16k,34.555877685546875,5.738726615905762,8000.0,-3.0493498607813647,0,0.0
test-clean,1168,4446,2273,30,opus,12k,40.70897674560547,6.241235733032227,8000.0,-1.979677936461809,0,0.0
test-clean,1168,4446,2273,30,opus,8k,145.9202880859375,10.727035522460938,4843.75,-13.300927640731437,2,0.125
test-clean,1168,4446,2273,30,opus,6k,151.836181640625,11.01832389831543,4843.75,-11.62249536162385,2,0.125
test-clean,1783,61,70970,39,mp3,128k,21.432897567749023,3.753638982772827,7281.25,-0.5433845430415658,0,0.0
test-clean,1783,61,70970,39,mp3,64k,25.054615020751953,4.268898010253906,7281.25,-0.5337703561942044,0,0.0
test-clean,1783,61,70970,39,mp3,32k,49.29026412963867,6.3737030029296875,7281.25,-0.15873957067237973,0,0.0
test-clean,1783,61,70970,39,mp3,24k,106.86461639404297,9.23332691192627,5812.5,-0.6314415320081546,0,0.0
test-clean,1783,61,70970,39,mp3,16k,167.0150146484375,11.745890617370605,5562.5,-0.8936992196746963,0,0.0
test-clean,1783,61,70970,39,opus,64k,2.9557321071624756,1.6333214044570923,8000.0,-0.1155771683839871,0,0.0
test-clean,1783,61,70970,39,opus,32k,22.68689727783203,4.593454837799072,8000.0,-2.299940004714614,0,0.0
test-clean,1783,61,70970,39,opus,16k,37.831764221191406,6.001022815704346,8000.0,-2.4773505775801663,0,0.0
test-clean,1783,61,70970,39,opus,12k,42.665504455566406,6.397769927978516,8000.0,-1.5922207378471873,0,0.0
test-clean,1783,61,70970,39,opus,8k,181.9935760498047,12.166072845458984,4250.0,-17.169972383633695,2,0.125
test-clean,1783,61,70970,39,opus,6k,182.03173828125,12.250725746154785,4406.25,-15.1642858948781,2,0.125
test-clean,601,2300,131720,29,mp3,128k,18.16045570373535,3.0735254287719727,7281.25,-0.6108776862683567,0,0.0
test-clean,601,2300,131720,29,mp3,64k,22.519960403442383,3.764570713043213,7281.25,-0.603075096013053,0,0.0
test-clean,601,2300,131720,29,mp3,32k,45.9889030456543,5.918393135070801,7281.25,-0.1348922704353495,0,0.0
test-clean,601,2300,131720,29,mp3,24k,103.61060333251953,8.541543006896973,5812.5,-1.829428505052473,0,0.0
test-clean,601,2300,131720,29,mp3,16k,166.45701599121094,11.179469108581543,5562.5,-3.6158256841462504,0,0.0
test-clean,601,2300,131720,29,opus,64k,2.7208499908447266,1.4996308088302612,8000.0,-0.1992516995852726,0,0.0
test-clean,601,2300,131720,29,opus,32k,16.480224609375,3.75496244430542,8000.0,-3.259788036949657,0,0.0
test-clean,601,2300,131720,29,opus,16k,30.466196060180664,5.203294277191162,8000.0,-2.458506458613328,0,0.0
test-clean,601,2300,131720,29,opus,12k,35.75747299194336,5.675269603729248,8000.0,-1.183163854734062,0,0.0
test-clean,601,2300,131720,29,opus,8k,141.35324096679688,10.09156322479248,4875.0,-10.804337244304348,2,0.125
test-clean,601,2300,131720,29,opus,6k,143.6389923095703,10.260564804077148,4875.0,-7.040616817125485,2,0.125
test-clean,530,2094,142345,19,mp3,128k,17.796783447265625,3.2604897022247314,7312.5,-0.6373285249408904,0,0.0
test-clean,530,2094,142345,19,mp3,64k,20.86920166015625,3.750016689300537,7312.5,-0.6289263438220815,0,0.0
test-clean,530,2094,142345,19,mp3,32k,43.10939407348633,5.807778835296631,7312.5,-0.4352786231183509,0,0.0
test-clean,530,2094,142345,19,mp3,24k,99.07524108886719,8.48884105682373,5781.25,-1.5040383474931174,0,0.0
test-clean,530,2094,142345,19,mp3,16k,145.6555938720703,10.391965866088867,5562.5,-2.455249788307091,0,0.0
test-clean,530,2094,142345,19,opus,64k,2.693683624267578,1.5133625268936157,8000.0,-0.22635480574585867,0,0.0
test-clean,530,2094,142345,19,opus,32k,15.297991752624512,3.7200026512145996,8000.0,-1.8485055266241486,0,0.0
test-clean,530,2094,142345,19,opus,16k,29.618337631225586,5.276536464691162,8000.0,-1.7113395001371519,0,0.0
test-clean,530,2094,142345,19,opus,12k,35.27784729003906,5.787189483642578,8000.0,-1.2962252590419097,0,0.0
test-clean,530,2094,142345,19,opus,8k,137.7869873046875,10.43172836303711,4625.0,-13.676375143869022,2,0.125
test-clean,530,2094,142345,19,opus,6k,139.43504333496094,10.57446575164795,4625.0,-13.253777824004116,2,0.125
test-clean,429,1580,141084,41,mp3,128k,36.31965637207031,4.915745735168457,7281.25,-0.9854076214537835,0,0.0
test-clean,429,1580,141084,41,mp3,64k,42.25507736206055,5.517039775848389,7281.25,-0.977309977324413,0,0.0
test-clean,429,1580,141084,41,mp3,32k,74.74952697753906,7.794353008270264,7312.5,-0.7317316834603633,0,0.0
test-clean,429,1580,141084,41,mp3,24k,156.7298583984375,11.004178047180176,5812.5,-2.447992366454794,0,0.0
test-clean,429,1580,141084,41,mp3,16k,234.68861389160156,13.6516695022583,5562.5,-3.1477884614088216,0,0.0
test-clean,429,1580,141084,41,opus,64k,3.591026782989502,1.7842624187469482,8000.0,-0.5499359508698644,0,0.0
test-clean,429,1580,141084,41,opus,32k,20.103927612304688,4.286026477813721,8000.0,-2.668172374192732,0,0.0
test-clean,429,1580,141084,41,opus,16k,35.450599670410156,5.7630157470703125,8000.0,-2.76995075858013,0,0.0
test-clean,429,1580,141084,41,opus,12k,40.90367126464844,6.2314453125,8000.0,-1.6371718426478745,0,0.0
test-clean,429,1580,141084,41,opus,8k,219.60421752929688,13.071135520935059,4500.0,-17.457664187796247,2,0.125
test-clean,429,1580,141084,41,opus,6k,221.13291931152344,13.218602180480957,4593.75,-15.476194425293661,2,0.125
test-clean,1031,3729,6852,4,mp3,128k,30.104839324951172,4.534477233886719,7281.25,-3.522447922963959,0,0.0
test-clean,1031,3729,6852,4,mp3,64k,33.313541412353516,4.892731189727783,7281.25,-3.5484308577824657,0,0.0
test-clean,1031,3729,6852,4,mp3,32k,53.15074920654297,6.58090877532959,7281.25,-3.365421727898697,0,0.0
test-clean,1031,3729,6852,4,mp3,24k,95.04346466064453,8.537266731262207,5781.25,-7.429982712881552,0,0.0
test-clean,1031,3729,6852,4,mp3,16k,131.62722778320312,10.261296272277832,5562.5,-8.215785803745746,0,0.0
test-clean,1031,3729,6852,4,opus,64k,4.379924774169922,2.039135694503784,8000.0,-2.025496914172915,0,0.0
test-clean,1031,3729,6852,4,opus,32k,21.151323318481445,4.488993167877197,8000.0,-5.770081164239568,0,0.0
test-clean,1031,3729,6852,4,opus,16k,37.432254791259766,6.013189792633057,8000.0,-5.558795543989266,0,0.0
test-clean,1031,3729,6852,4,opus,12k,43.72977066040039,6.516036510467529,8000.0,-4.133998767745672,0,0.0
test-clean,1031,3729,6852,4,opus,8k,131.6346435546875,10.384580612182617,4687.5,-15.835499517304667,2,0.125
test-clean,1031,3729,6852,4,opus,6k,136.74253845214844,10.67862319946289,4718.75,-14.143899274584005,2,0.125
test-clean,181,1221,135766,10,mp3,128k,91.98111724853516,9.065162658691406,7281.25,-1.0426452354003684,0,0.0
test-clean,181,1221,135766,10,mp3,64k,97.2032470703125,9.361029624938965,7281.25,-1.0579067619994555,0,0.0
test-clean,181,1221,135766,10,mp3,32k,146.1539306640625,11.609721183776855,7281.25,-0.7327794239923301,0,0.0
test-clean,181,1221,135766,10,mp3,24k,359.5164489746094,18.092872619628906,5812.5,-4.795184692274966,0,0.0
test-clean,181,1221,135766,10,mp3,16k,522.76513671875,21.98325538635254,5562.5,-6.792836194345851,0,0.0
test-clean,181,1221,135766,10,opus,64k,5.672519207000732,2.325866460800171,8000.0,-0.6818101022088696,0,0.0
test-clean,181,1221,135766,10,opus,32k,33.6491813659668,5.759089946746826,8000.0,-3.7789986285473143,0,0.0
test-clean,181,1221,135766,10,opus,16k,51.9755859375,7.178858757019043,8000.0,-3.6260329005257583,0,0.0
test-clean,181,1221,135766,10,opus,12k,56.95911407470703,7.513731956481934,8000.0,-2.474071686761504,0,0.0
test-clean,181,1221,135766,10,opus,8k,524.9760131835938,21.99457550048828,4437.5,-21.623650856453192,2,0.125
test-clean,181,1221,135766,10,opus,6k,521.125,21.91811180114746,4468.75,-19.076294181739122,2,0.125
test-clean,2463,8463,294828,1,mp3,128k,3.967395067214966,1.511583924293518,8000.0,-0.44351546095143607,0,0.0
test-clean,2463,8463,294828,1,mp3,64k,9.125587463378906,2.74927020072937,8000.0,-0.43521679486010734,0,0.0
test-clean,2463,8463,294828,1,mp3,32k,45.8342170715332,6.433849334716797,8000.0,-0.10399018328568582,0,0.0
test-clean,2463,8463,294828,1,mp3,24k,164.77207946777344,12.151022911071777,5812.5,-0.9714403809245906,0,0.0
test-clean,2463,8463,294828,1,mp3,16k,289.0118103027344,16.114356994628906,8000.0,-1.85600627217132,0,0.0
test-clean,2463,8463,294828,1,opus,64k,2.527092456817627,1.4790154695510864,8000.0,-0.06867022873477147,0,0.0
test-clean,2463,8463,294828,1,opus,32k,17.900190353393555,4.157227993011475,8000.0,-1.4825304600288005,0,0.0
test-clean,2463,8463,294828,1,opus,16k,35.47896194458008,5.894051551818848,8000.0,-1.8100169407704647,0,0.0
test-clean,2463,8463,294828,1,opus,12k,42.81242752075195,6.48402214050293,8000.0,-1.5874711079791692,0,0.0
test-clean,2463,8463,294828,1,opus,8k,279.92364501953125,15.958861351013184,8000.0,-16.16468736035398,2,0.125
test-clean,2463,8463,294828,1,opus,6k,282.3079528808594,16.040515899658203,4500.0,-14.929394936117276,2,0.125
