dataset,codec,bitrate,layer,cosine_mean,cosine_median,cosine_std,drift_mean,drift_median,drift_std,sdrift_mean,sdrift_median,sdrift_std
test-other,mp3,128k,conv,0.9883184058666229,0.9893343448638916,0.006187082115105611,0.011681594133377075,0.010665655136108398,0.00618708211510561,0.012538952946662903,0.011330008506774902,0.006751935540238733
test-other,mp3,64k,conv,0.9837022378444672,0.9845922887325287,0.0063357665731373644,0.016297762155532837,0.015407711267471313,0.006335766573137379,0.01742521321773529,0.016383737325668335,0.006905080351455296
test-other,mp3,32k,conv,0.9403211246728898,0.9413972795009613,0.012919616814240892,0.05967887532711029,0.058602720499038696,0.012919616814240895,0.0632858761548996,0.06180819869041443,0.013775810942362807
test-other,mp3,24k,conv,0.8731764380931855,0.8760663568973541,0.027789612469681632,0.12682356190681457,0.12393364310264587,0.02778961246968164,0.1320997703075409,0.12990239262580872,0.029109361120367584
test-other,mp3,16k,conv,0.7980500206947326,0.7994535267353058,0.03911797571456841,0.20194997930526734,0.2005464732646942,0.03911797571456842,0.20822504103183748,0.20852845907211304,0.03974548068793406
test-other,opus,64k,conv,0.9918272566795349,0.9940520823001862,0.0071624469381780225,0.008172743320465088,0.005947917699813843,0.007162446938178038,0.008738062500953674,0.006369829177856445,0.007419685713936316
test-other,opus,32k,conv,0.9556170024871826,0.9588451385498047,0.013017711585750965,0.044382997512817386,0.04115486145019531,0.013017711585750989,0.047236437678337094,0.043649882078170776,0.01324272995271719
test-other,opus,16k,conv,0.903611124753952,0.90777787566185,0.017909641405667205,0.09638887524604797,0.09222212433815002,0.017909641405667205,0.10276703679561615,0.09864452481269836,0.018528266025851153
test-other,opus,12k,conv,0.8622193958759308,0.866403341293335,0.02039347062495796,0.1377806041240692,0.13359665870666504,0.02039347062495799,0.14648645150661468,0.1418561041355133,0.021287323728876116
test-other,opus,8k,conv,0.6591163907647133,0.6641713976860046,0.05149587200063831,0.3408836092352867,0.33582860231399536,0.051495872000638314,0.3530077234506607,0.34853675961494446,0.052889814052047575
test-other,opus,6k,conv,0.5905781153440476,0.5926201045513153,0.04895818740463334,0.4094218846559525,0.4073798954486847,0.04895818740463332,0.4250331596136093,0.4231257438659668,0.05019327922859717
