dataset,codec,bitrate,layer,cosine_mean,cosine_median,cosine_std,drift_mean,drift_median,drift_std,sdrift_mean,sdrift_median,sdrift_std
test-clean,mp3,16k,layer_5,0.8861369141340256,0.8902246952056885,0.027577634702543048,0.11386308586597442,0.10977530479431152,0.027577634702543055,0.15512846052646637,0.1492648422718048,0.0384794060474396
test-clean,opus,64k,layer_5,0.9953025059700013,0.9966335892677307,0.004639645254152433,0.0046974940299987795,0.003366410732269287,0.004639645254152438,0.006185511231422424,0.004444122314453125,0.006331884789958897
test-clean,opus,32k,layer_5,0.9828498917818069,0.9842031896114349,0.0073221224687762656,0.017150108218193055,0.015796810388565063,0.007322122468776276,0.022560049057006835,0.020635515451431274,0.009995140258169556
test-clean,opus,16k,layer_5,0.9641769973039627,0.965945303440094,0.011785801512636088,0.03582300269603729,0.034054696559906006,0.01178580151263608,0.047396939158439635,0.04418116807937622,0.016169184758818962
test-clean,opus,12k,layer_5,0.9452130799293518,0.9474034309387207,0.015333516361394848,0.05478692007064819,0.0525965690612793,0.015333516361394857,0.07286306548118592,0.06925389170646667,0.021094429117759057
test-clean,opus,8k,layer_5,0.8521897512674331,0.8557144105434418,0.032215399150872036,0.14781024873256685,0.14428558945655823,0.032215399150872036,0.19886273992061615,0.19360175728797913,0.04457469979599149
test-clean,opus,6k,layer_5,0.8057988153696061,0.8104381263256073,0.03546062059525915,0.19420118463039399,0.1895618736743927,0.03546062059525917,0.2622387408018112,0.2562713623046875,0.049008757486034046
test-other,mp3,128k,layer_5,0.9930571359395981,0.9945563077926636,0.005388029455025822,0.006942864060401916,0.005443692207336426,0.0053880294550258155,0.009708065748214721,0.007647097110748291,0.007648294119027218
test-other,mp3,64k,layer_5,0.9909162918329238,0.9925371408462524,0.005748373867612631,0.009083708167076111,0.007462859153747559,0.005748373867612648,0.012679134130477904,0.010569155216217041,0.008138433308479244
test-other,mp3,32k,layer_5,0.967894200205803,0.9692244827747345,0.010341645990519857,0.03210579979419708,0.030775517225265503,0.01034164599051988,0.04497736167907715,0.043080657720565796,0.014517136232676843
