dataset,dataset_index,speaker_id,chapter_id,utterance_id,codec,bitrate,drift_conv,sdrift_conv,drift_layer_1,sdrift_layer_1,drift_layer_2,sdrift_layer_2,drift_layer_3,sdrift_layer_3,drift_layer_4,sdrift_layer_4,drift_layer_5,sdrift_layer_5,drift_layer_6,sdrift_layer_6,drift_layer_7,sdrift_layer_7,drift_layer_8,sdrift_layer_8,drift_layer_9,sdrift_layer_9,drift_layer_10,sdrift_layer_10,drift_layer_11,sdrift_layer_11,drift_layer_12,sdrift_layer_12
test-clean,1621,5683,32865,15,opus,64k,0.00834066,0.00919741,0.00592452,0.00872123,0.00449008,0.0062328,0.00381696,0.00522542,0.00459665,0.00655037,0.00966781,0.0127392,0.0153373,0.018144,0.015794,0.018922,0.0173264,0.0185905,0.0133951,0.0185463,0.00920653,0.0188412,3.3319e-05,0.0045194,0.000281632,0.00116259
test-clean,1621,5683,32865,15,opus,32k,0.0443554,0.0485011,0.0278865,0.0385841,0.0225728,0.0303125,0.0191834,0.0260324,0.0170585,0.0230348,0.0180058,0.0235957,0.0172347,0.021772,0.0163111,0.0221386,0.0152572,0.0207865,0.0114137,0.019094,0.00539714,0.0111895,0.000117958,0.00674134,0.00216073,0.00572139
test-clean,1621,5683,32865,15,opus,16k,0.0968007,0.105463,0.0636643,0.0895928,0.0542683,0.0760418,0.0495529,0.0691235,0.0516242,0.0689688,0.0543917,0.0701751,0.0564241,0.0675959,0.0534717,0.0658099,0.053901,0.062386,0.0409991,0.0592101,0.025256,0.0505146,0.000329375,0.0211009,0.00548565,0.013485
test-clean,1621,5683,32865,15,opus,12k,0.134916,0.147495,0.0916238,0.129685,0.0818394,0.116407,0.0788425,0.11124,0.0796077,0.110199,0.0836658,0.107008,0.0840986,0.0995544,0.0769606,0.0941252,0.0754369,0.0878697,0.0573713,0.0836215,0.033995,0.0690547,0.000388086,0.0290993,0.00687951,0.0178213
test-clean,1621,5683,32865,15,opus,8k,0.324056,0.342904,0.232607,0.308606,0.227296,0.315554,0.215135,0.303935,0.1956,0.272667,0.173544,0.230377,0.157371,0.201254,0.142273,0.187968,0.130414,0.168241,0.0997246,0.146787,0.0583811,0.110981,0.00253737,0.092636,0.0385045,0.079673
test-clean,1621,5683,32865,15,opus,6k,0.393968,0.418088,0.306322,0.406497,0.31016,0.435493,0.292983,0.410342,0.263843,0.366163,0.228153,0.297453,0.20694,0.260278,0.181863,0.235593,0.163834,0.203974,0.129135,0.18229,0.087671,0.157405,0.00756675,0.152745,0.0821995,0.177238
test-clean,943,3570,5695,0,mp3,128k,0.00966018,0.0103685,0.00726581,0.00973427,0.00646055,0.00897712,0.00532997,0.0076679,0.00419599,0.00595403,0.00327253,0.00430357,0.00388533,0.00592899,0.00286782,0.00418013,0.00202185,0.00285774,0.00144678,0.00223857,0.000654221,0.00119919,4.05312e-05,0.00157732,0.00110096,0.00270504
test-clean,943,3570,5695,0,mp3,64k,0.0153282,0.0162578,0.011838,0.0163004,0.0107377,0.0154299,0.00906789,0.0137424,0.00688481,0.0102807,0.00513971,0.00711602,0.0057174,0.00842452,0.00453216,0.00649536,0.00375968,0.00527793,0.00406575,0.00677955,0.00266331,0.00658643,7.6592e-05,0.00393498,0.00167006,0.004152
test-clean,943,3570,5695,0,mp3,32k,0.0673823,0.070394,0.0589334,0.0817569,0.057511,0.0854449,0.0499451,0.0787783,0.0387565,0.0598339,0.031505,0.0440273,0.0271794,0.0393553,0.0224151,0.0329722,0.0162069,0.0230593,0.0120562,0.0188106,0.00624025,0.0112683,0.000501812,0.0171632,0.0159709,0.0317901
test-clean,943,3570,5695,0,mp3,24k,0.149485,0.154713,0.12643,0.172752,0.130376,0.190234,0.118094,0.178593,0.0952566,0.141827,0.0676092,0.0929195,0.0570454,0.0812082,0.0514022,0.0760761,0.0404108,0.0591852,0.0315264,0.0488808,0.017917,0.0325145,0.00135309,0.0452701,0.0301577,0.0572199
test-clean,943,3570,5695,0,mp3,16k,0.238787,0.244078,0.211704,0.279264,0.213749,0.301551,0.191339,0.283945,0.15762,0.231242,0.119049,0.161906,0.101973,0.138863,0.0902243,0.126894,0.0779715,0.105317,0.0632654,0.0915928,0.0387575,0.0724899,0.00229996,0.0838301,0.0438167,0.088421
test-clean,943,3570,5695,0,opus,64k,0.00600338,0.00653827,0.00438613,0.00601244,0.00351948,0.00487405,0.00296432,0.00409228,0.00272262,0.00365943,0.00194633,0.00260359,0.00265878,0.00412136,0.00190043,0.00274903,0.00169998,0.0024628,0.00231135,0.00398529,0.00179517,0.00460029,3.68953e-05,0.00226498,0.000846207,0.00206506
test-clean,943,3570,5695,0,opus,32k,0.0368916,0.0393332,0.0264493,0.035521,0.0239024,0.0328187,0.0217416,0.0309643,0.0188985,0.0261381,0.0165462,0.0218579,0.0173957,0.0238801,0.0164882,0.0220695,0.0159466,0.019891,0.0146502,0.0209802,0.00875258,0.0189071,0.000217855,0.0119795,0.00466025,0.0111151
test-clean,943,3570,5695,0,opus,16k,0.0831023,0.088604,0.0634198,0.0878947,0.0560341,0.0807375,0.0496599,0.0736296,0.0392696,0.0567383,0.0299753,0.0387096,0.0214059,0.0299778,0.0168485,0.0238921,0.0140349,0.0202532,0.0116675,0.0186028,0.00642681,0.0133702,0.000422955,0.0165228,0.0125607,0.0259493
test-clean,943,3570,5695,0,opus,12k,0.119109,0.126633,0.0947699,0.132659,0.0854871,0.123851,0.0728486,0.108975,0.0570055,0.0834723,0.0413231,0.0553086,0.0335069,0.0474256,0.0273175,0.0384548,0.0231312,0.0314175,0.0187731,0.0272228,0.0106518,0.0205787,0.000630558,0.0244833,0.0173441,0.0372903
test-clean,943,3570,5695,0,opus,8k,0.332144,0.34332,0.254578,0.327824,0.256094,0.352669,0.231215,0.338274,0.193005,0.280527,0.142931,0.193177,0.115645,0.15346,0.0907807,0.120303,0.0766569,0.0983025,0.0597676,0.0834153,0.0383569,0.0685937,0.00280166,0.0848562,0.0418472,0.0788245
test-clean,943,3570,5695,0,opus,6k,0.40055,0.415625,0.321015,0.419371,0.324824,0.452462,0.28908,0.425176,0.233448,0.338829,0.170713,0.232226,0.136604,0.182595,0.111323,0.150725,0.097833,0.127995,0.0756328,0.105539,0.0506219,0.0903497,0.00317782,0.106744,0.0526522,0.10835
test-clean,1517,5142,33396,55,mp3,128k,0.0032782,0.00352621,0.00201118,0.00261325,0.00177675,0.00241435,0.00191653,0.00271034,0.00200576,0.0028891,0.00519305,0.00717783,0.00827581,0.0125665,0.00845909,0.0114934,0.0106218,0.013488,0.00968933,0.0121531,0.0087781,0.0162448,0.000150502,0.0125734,0.00688571,0.0183043
test-clean,1517,5142,33396,55,mp3,64k,0.00703585,0.00753033,0.00443709,0.00615603,0.00380009,0.00542361,0.00370491,0.00539517,0.00361699,0.00527799,0.00759101,0.0101303,0.00793391,0.0102684,0.00923401,0.0127991,0.0133113,0.0168706,0.0126576,0.0173697,0.00940585,0.0173954,0.000133216,0.012134,0.00487727,0.0121412
test-clean,1517,5142,33396,55,mp3,32k,0.0608527,0.064859,0.0424502,0.0602273,0.0385399,0.0582747,0.0370416,0.0566248,0.0325581,0.0470698,0.0257713,0.0350317,0.019363,0.0268001,0.0149857,0.0202305,0.0146828,0.0187374,0.011816,0.0161292,0.00829804,0.0142185,0.000489414,0.0180405,0.0136501,0.0332826
test-clean,1517,5142,33396,55,mp3,24k,0.101637,0.108191,0.074098,0.105141,0.0673982,0.101966,0.0623795,0.0954424,0.0578152,0.0861863,0.0498998,0.0647538,0.0440829,0.0570385,0.0394216,0.0503834,0.0402045,0.0470948,0.0333871,0.0422151,0.0240483,0.0412105,0.000977695,0.0452559,0.0264097,0.0617228
test-clean,1517,5142,33396,55,mp3,16k,0.180946,0.190017,0.146156,0.206,0.136064,0.203264,0.126363,0.194333,0.110199,0.162159,0.0843188,0.112602,0.0689293,0.0919176,0.0545663,0.0704391,0.0502194,0.0607097,0.0422218,0.0534783,0.0309379,0.0514799,0.00137371,0.0575235,0.0221665,0.0534964
test-clean,1517,5142,33396,55,opus,64k,0.00541192,0.00588614,0.00304621,0.0043565,0.00250787,0.00374436,0.00240833,0.00357854,0.00247401,0.00358528,0.00436866,0.00608218,0.00283015,0.00404459,0.00272334,0.00414455,0.0025574,0.00399739,0.00168496,0.00292528,0.000936449,0.00185353,0.000108361,0.00512552,0.00661612,0.0150387
test-clean,1517,5142,33396,55,opus,32k,0.0275735,0.0296702,0.0158976,0.0218123,0.013616,0.0194266,0.0138515,0.0198691,0.0155358,0.0206382,0.0182172,0.0238967,0.019179,0.0254171,0.0185015,0.0238279,0.0199525,0.0234658,0.0160823,0.0201091,0.0106528,0.0187807,0.000254333,0.0173007,0.0100853,0.0253907
test-clean,1517,5142,33396,55,opus,16k,0.0624641,0.0672479,0.0405866,0.0581548,0.0352296,0.0535537,0.0308045,0.0476373,0.0219929,0.0323837,0.0164914,0.0223664,0.0121143,0.0159698,0.00949317,0.012551,0.00851697,0.0119357,0.00608504,0.00910521,0.00322026,0.00558716,0.000279725,0.0105352,0.0106493,0.0228
test-clean,1517,5142,33396,55,opus,12k,0.102738,0.110434,0.0730489,0.104272,0.0662874,0.10137,0.0608308,0.0951114,0.0543038,0.0781662,0.0486091,0.0620894,0.0449476,0.0596006,0.0385639,0.0479412,0.0422674,0.0488638,0.037078,0.0469341,0.0267863,0.0465657,0.000855625,0.0454756,0.0235879,0.0553049
test-clean,1517,5142,33396,55,opus,8k,0.290287,0.308027,0.193843,0.261579,0.186872,0.273038,0.176897,0.279052,0.161952,0.246274,0.151591,0.203871,0.131549,0.177123,0.105893,0.133656,0.099369,0.118526,0.0793584,0.10023,0.0593505,0.0962554,0.00413048,0.128689,0.06262,0.139395
test-clean,1517,5142,33396,55,opus,6k,0.343162,0.36347,0.255882,0.347558,0.25761,0.37876,0.245845,0.387607,0.21194,0.319891,0.177379,0.241616,0.150837,0.204267,0.127842,0.165812,0.112685,0.140643,0.0917649,0.114358,0.0806363,0.118317,0.015516,0.183277,0.092881,0.184197
test-clean,1811,672,122797,26,mp3,128k,0.0102944,0.0108662,0.0079307,0.0109592,0.00694156,0.0103873,0.00612295,0.00939476,0.00506997,0.00758725,0.00550789,0.00719357,0.00659329,0.00820833,0.00644523,0.00764656,0.00651002,0.00713098,0.00494361,0.00667006,0.00301987,0.00634503,4.66704e-05,0.00311893,0.00146765,0.00312412
test-clean,1811,672,122797,26,mp3,64k,0.0145838,0.0153682,0.0117263,0.0163882,0.0104399,0.015871,0.00930238,0.0146205,0.00727719,0.0110748,0.00674117,0.00921774,0.00710356,0.00893629,0.00688946,0.00841558,0.00697625,0.00784147,0.00525832,0.00715142,0.00325394,0.00676888,6.58631e-05,0.00375772,0.00165546,0.00363714
test-clean,1811,672,122797,26,mp3,32k,0.061333,0.064002,0.0517499,0.0728704,0.0474811,0.0733202,0.0432073,0.0685233,0.0345983,0.0531803,0.0268326,0.0370935,0.0233136,0.0305517,0.0209254,0.0271748,0.0196875,0.0242284,0.0147987,0.0212274,0.00920534,0.0188314,0.000433207,0.0173198,0.00812602,0.0202346
test-clean,1811,672,122797,26,mp3,24k,0.121851,0.125732,0.101239,0.143957,0.0949066,0.147748,0.0850483,0.133331,0.0666116,0.10317,0.0503137,0.070933,0.0430022,0.0582746,0.0392968,0.0530726,0.0348231,0.0437887,0.026133,0.0375409,0.0158178,0.0308589,0.000782967,0.0315393,0.0163733,0.0371601
test-clean,1811,672,122797,26,mp3,16k,0.203652,0.208254,0.177159,0.246007,0.170427,0.260507,0.15223,0.23595,0.117347,0.178909,0.0872545,0.122228,0.0703409,0.0952212,0.0600342,0.0809435,0.0506046,0.0642686,0.0385657,0.0551562,0.0231219,0.0433,0.00148934,0.0537624,0.0283172,0.0618466
test-clean,1811,672,122797,26,opus,64k,0.00721347,0.0077405,0.00427806,0.00635535,0.0035733,0.00556332,0.00365078,0.00550431,0.00417912,0.00577611,0.00469649,0.00594521,0.00437009,0.0055939,0.00540656,0.0066244,0.00602525,0.00665116,0.00455427,0.00639635,0.00276655,0.00605577,3.26037e-05,0.00256491,0.000748038,0.00164497
test-clean,1811,672,122797,26,opus,32k,0.0342571,0.0362414,0.0230377,0.0326847,0.0195671,0.0295632,0.0176052,0.0268316,0.0155469,0.0230322,0.0134392,0.0176762,0.010652,0.0139352,0.00974244,0.0130755,0.00958645,0.0124444,0.00728095,0.010863,0.00376761,0.00814676,9.57251e-05,0.00563312,0.00401545,0.0102619
test-clean,1811,672,122797,26,opus,16k,0.0875966,0.0923408,0.0648046,0.0919806,0.0576708,0.0892764,0.0513744,0.0802405,0.0418859,0.0629724,0.0325801,0.0441714,0.0284711,0.0371349,0.0253333,0.0331055,0.0239622,0.0294119,0.0179143,0.0252228,0.00995845,0.0202952,0.000280142,0.0151693,0.00720346,0.0200523
test-clean,1811,672,122797,26,opus,12k,0.13216,0.139101,0.103141,0.14524,0.0952686,0.147485,0.0866829,0.134666,0.0731772,0.110123,0.0597092,0.0809687,0.0519841,0.0679838,0.0465193,0.06071,0.0429106,0.0534547,0.0318619,0.0448748,0.0186251,0.0363542,0.000784278,0.0333681,0.0164106,0.0392023
test-clean,1811,672,122797,26,opus,8k,0.333658,0.34369,0.253115,0.342621,0.24224,0.360917,0.212659,0.323389,0.171745,0.258468,0.131796,0.181168,0.105833,0.141751,0.0906026,0.118918,0.0759227,0.0960272,0.0554668,0.0770884,0.0337951,0.0624073,0.00190294,0.0695797,0.0326381,0.0732642
test-clean,1811,672,122797,26,opus,6k,0.398684,0.411876,0.315954,0.426472,0.304046,0.453757,0.270218,0.409306,0.219758,0.327564,0.169518,0.232958,0.141892,0.187813,0.120907,0.156147,0.102198,0.126869,0.0741668,0.10107,0.0464265,0.0846632,0.002738,0.0907755,0.0462803,0.100651
test-clean,2515,8555,284447,14,mp3,128k,0.00797743,0.00856626,0.00563556,0.00771195,0.00502962,0.00708783,0.00435555,0.00646418,0.00366795,0.00557446,0.0037092,0.00489438,0.00493115,0.00628376,0.00651044,0.00871855,0.00719845,0.00870979,0.00608212,0.0086208,0.00421083,0.00932562,7.06911e-05,0.00412351,0.00102323,0.0025031
test-clean,2515,8555,284447,14,mp3,64k,0.0121064,0.0130071,0.00869143,0.012029,0.00778073,0.0111247,0.00680137,0.0102802,0.00565159,0.0087055,0.00573891,0.00756472,0.00721806,0.00957382,0.00789511,0.0104603,0.00900948,0.0112693,0.0077014,0.010781,0.00512445,0.0104622,0.000111163,0.00544041,0.00173289,0.00416124
test-clean,2515,8555,284447,14,mp3,32k,0.061537,0.0649878,0.0477082,0.0667121,0.0424761,0.0619113,0.037272,0.0561767,0.0299145,0.043011,0.0255865,0.0335049,0.0224723,0.029482,0.0195725,0.0256426,0.0175247,0.0218842,0.0132197,0.0186262,0.00773805,0.0148171,0.000258982,0.0119849,0.00478369,0.00977111
test-clean,2515,8555,284447,14,mp3,24k,0.129757,0.135511,0.105563,0.143252,0.105224,0.153292,0.0965484,0.143675,0.0801331,0.117133,0.0669885,0.0887712,0.062736,0.0808078,0.0544061,0.0712849,0.0490221,0.0612742,0.0380585,0.0527169,0.0222178,0.0412838,0.000899494,0.0368806,0.0185322,0.0399502
test-clean,2515,8555,284447,14,mp3,16k,0.18803,0.194246,0.165836,0.222422,0.162671,0.234918,0.148676,0.219612,0.124591,0.180099,0.104498,0.136591,0.0892172,0.114267,0.0744445,0.096963,0.0643053,0.0801015,0.0505818,0.0689811,0.0309921,0.0572045,0.00136471,0.0550832,0.0314212,0.0709298
test-clean,2515,8555,284447,14,opus,64k,0.00485152,0.00532234,0.00305665,0.00434917,0.00263762,0.0038088,0.00270557,0.00406873,0.00332665,0.00515825,0.0046075,0.00565797,0.00423676,0.00526273,0.00388509,0.00480884,0.00378412,0.00434852,0.0030154,0.00408113,0.00179756,0.00363809,2.81334e-05,0.00174123,0.000349998,0.00082624
test-clean,2515,8555,284447,14,opus,32k,0.0354705,0.0387323,0.0211578,0.0291569,0.0185652,0.026143,0.0160508,0.0227778,0.0133781,0.0193273,0.0125653,0.0162441,0.0144075,0.0186397,0.0148597,0.0195775,0.0152238,0.0188406,0.0128412,0.0180501,0.00784016,0.0159796,0.000155091,0.00952435,0.00282782,0.00615484
test-clean,2515,8555,284447,14,opus,16k,0.0768635,0.0836065,0.0529044,0.0748448,0.0473323,0.0697548,0.0402678,0.0598277,0.0331432,0.0477623,0.0249827,0.032002,0.0209987,0.0263741,0.0188977,0.0242416,0.0187605,0.0228764,0.0149434,0.0205407,0.00903231,0.0176559,0.000257134,0.0125725,0.00594473,0.012782
test-clean,2515,8555,284447,14,opus,12k,0.115103,0.124152,0.0865235,0.122771,0.0776327,0.114968,0.0684622,0.10237,0.0575882,0.0829328,0.0445849,0.0578572,0.0397245,0.0490233,0.0365543,0.0459387,0.035545,0.0428823,0.0279583,0.0377907,0.0175862,0.0340531,0.000512719,0.0245776,0.0113981,0.0229939
test-clean,2515,8555,284447,14,opus,8k,0.319507,0.332367,0.234524,0.305889,0.222988,0.316528,0.205153,0.297224,0.175892,0.250592,0.146647,0.193232,0.126458,0.163363,0.111193,0.146279,0.0982796,0.124316,0.0779865,0.105743,0.0525911,0.0914612,0.00282824,0.0994484,0.0513741,0.0897107
test-clean,2515,8555,284447,14,opus,6k,0.386389,0.401997,0.305411,0.399674,0.294639,0.420621,0.26637,0.391254,0.223759,0.323255,0.181156,0.242907,0.148833,0.193559,0.121982,0.160319,0.100939,0.128402,0.0772928,0.103815,0.0490013,0.0848988,0.00245148,0.0929384,0.0474396,0.0853751
test-clean,1604,5639,40744,40,mp3,128k,0.00878477,0.00961024,0.00544792,0.00778729,0.00483114,0.0073781,0.00384444,0.00599808,0.00272179,0.00413024,0.00184619,0.00257051,0.0013448,0.00177872,0.00104326,0.00140774,0.000760615,0.0010469,0.000617206,0.000934482,0.000285327,0.000504315,2.3067e-05,0.00100839,0.00156277,0.00278205
test-clean,1604,5639,40744,40,mp3,64k,0.0153671,0.0165849,0.00954002,0.0137529,0.00854474,0.013305,0.00709724,0.0113031,0.00511777,0.00782609,0.00395721,0.00552362,0.00381643,0.00522977,0.00452864,0.00669211,0.00483829,0.00698328,0.00474679,0.00752246,0.00247431,0.00499529,9.91225e-05,0.00452989,0.00354403,0.00770974
test-clean,1604,5639,40744,40,mp3,32k,0.0662074,0.0708002,0.0457594,0.0661684,0.0412584,0.0645097,0.035652,0.0571173,0.0260603,0.0401386,0.0205247,0.0288372,0.0176454,0.024785,0.0153419,0.0218363,0.0128151,0.0184071,0.0107682,0.0165998,0.00575608,0.0108664,0.000329196,0.0131592,0.00881475,0.0241722
test-clean,1604,5639,40744,40,mp3,24k,0.13236,0.140867,0.0934547,0.134272,0.0895923,0.140304,0.0772832,0.12207,0.062558,0.09381,0.0571668,0.0790832,0.0550427,0.0750091,0.0518649,0.0720146,0.0473159,0.0648367,0.0412053,0.0629311,0.0237023,0.045838,0.00109607,0.0470577,0.0272259,0.0645662
test-clean,1604,5639,40744,40,mp3,16k,0.189952,0.200491,0.146256,0.20861,0.14113,0.218473,0.120879,0.190318,0.0969074,0.145021,0.0829797,0.116419,0.0742065,0.0998904,0.0664964,0.0899439,0.0587792,0.0784641,0.048839,0.0733783,0.026716,0.0507017,0.0011586,0.0503018,0.0264971,0.0615886
test-clean,1604,5639,40744,40,opus,64k,0.0039168,0.00426972,0.00219375,0.00331223,0.00175101,0.00275403,0.00143564,0.00228381,0.00114793,0.00181544,0.00117064,0.00132376,0.000606656,0.000802457,0.000546873,0.000789344,0.000510573,0.000828505,0.000396192,0.000662327,0.000172973,0.00033623,1.2517e-05,0.000632644,0.00127971,0.00231105
test-clean,1604,5639,40744,40,opus,32k,0.0371144,0.040442,0.0179202,0.0256876,0.0151817,0.0229442,0.0130557,0.0197923,0.0116158,0.0161347,0.010828,0.0140706,0.0104654,0.0137727,0.0109146,0.0144549,0.0109037,0.0143119,0.00947833,0.0141897,0.00484192,0.00994325,9.5129e-05,0.00631082,0.00225413,0.00483799
test-clean,1604,5639,40744,40,opus,16k,0.0845855,0.0916436,0.0477777,0.0704858,0.0418525,0.0654263,0.0367416,0.0573708,0.0312529,0.0457177,0.0289561,0.0381945,0.0264848,0.0329404,0.0241797,0.0294611,0.0230467,0.027187,0.0182217,0.0248733,0.0110362,0.0220435,0.000258803,0.0149767,0.00772893,0.0164676
test-clean,1604,5639,40744,40,opus,12k,0.121065,0.130568,0.0737771,0.108998,0.0653494,0.102703,0.0566781,0.0892403,0.045916,0.0685545,0.0397434,0.053959,0.0394541,0.051234,0.0367043,0.0472178,0.0341817,0.0430949,0.0276226,0.0394036,0.0161796,0.0319015,0.000466585,0.0263177,0.010828,0.0246932
test-clean,1604,5639,40744,40,opus,8k,0.280234,0.297123,0.194164,0.26395,0.194913,0.290297,0.173982,0.264333,0.150029,0.223051,0.124388,0.172046,0.111305,0.144484,0.0989619,0.127659,0.0906654,0.11461,0.0724501,0.103059,0.0439217,0.0822826,0.00206965,0.077953,0.0379661,0.095323
test-clean,1604,5639,40744,40,opus,6k,0.357442,0.378915,0.268455,0.365836,0.268119,0.400239,0.239418,0.364258,0.201537,0.298999,0.163569,0.223309,0.133776,0.173078,0.112348,0.143631,0.0961568,0.121911,0.0760195,0.106864,0.0481008,0.0872509,0.00215417,0.0923802,0.0455635,0.0980795
test-clean,1086,4077,13751,12,mp3,128k,0.00985771,0.0106588,0.00656706,0.00898069,0.00569081,0.00814229,0.00462037,0.00656557,0.00391388,0.00540763,0.00394052,0.0050236,0.00469339,0.00614971,0.00511259,0.00670421,0.00543243,0.00666279,0.00435305,0.00627911,0.00276732,0.00542164,0.000101626,0.0024336,0.000858366,0.002258
test-clean,1086,4077,13751,12,mp3,64k,0.0201588,0.0213637,0.0138028,0.018972,0.0123637,0.01813,0.0104148,0.0156181,0.00818056,0.0118021,0.00684977,0.00879222,0.00641805,0.00833392,0.00632763,0.00842935,0.00615633,0.00764036,0.00498068,0.00712657,0.00321382,0.00608599,0.000189126,0.00350308,0.00224811,0.00471783
test-clean,1086,4077,13751,12,mp3,32k,0.0897004,0.0943671,0.0680454,0.0934048,0.0624909,0.0929714,0.0567126,0.0853184,0.0441428,0.063905,0.0361763,0.0485211,0.0324189,0.0420399,0.0314183,0.0422195,0.0302885,0.0386865,0.0231647,0.0326546,0.0149303,0.0278029,0.00110757,0.0190673,0.0112839,0.0305436
test-clean,1086,4077,13751,12,mp3,24k,0.16403,0.171179,0.128936,0.17805,0.125731,0.184601,0.113769,0.168875,0.089973,0.126539,0.0743084,0.0970129,0.0618877,0.0790766,0.0632008,0.0874175,0.0547501,0.0735701,0.0424557,0.0623667,0.0260448,0.0449186,0.00331014,0.0375171,0.0218879,0.0581754
test-clean,1086,4077,13751,12,mp3,16k,0.25104,0.259287,0.214413,0.292189,0.213361,0.309891,0.199948,0.297124,0.162318,0.232992,0.137429,0.182545,0.117903,0.151815,0.112526,0.152488,0.0975085,0.126022,0.0775049,0.112107,0.0473656,0.0847898,0.00435263,0.0655775,0.0329648,0.0799107
test-clean,1086,4077,13751,12,opus,64k,0.0106307,0.0116221,0.00701255,0.0102817,0.00645709,0.0093326,0.00660765,0.0088979,0.00782979,0.00950396,0.0102657,0.0123991,0.00988352,0.0112522,0.0100197,0.011535,0.0106366,0.0114172,0.00840658,0.0111092,0.00548625,0.0111688,5.67436e-05,0.00396556,0.000516057,0.00161427
test-clean,1086,4077,13751,12,opus,32k,0.0400484,0.0432523,0.0256093,0.0353462,0.0232151,0.0329378,0.0208625,0.0292443,0.0195825,0.0260725,0.0195876,0.024587,0.0187679,0.0221236,0.0183575,0.022378,0.0185152,0.0211011,0.0150256,0.0204633,0.0095166,0.0189331,0.000316978,0.0085867,0.00456339,0.0166283
test-clean,1086,4077,13751,12,opus,16k,0.0929796,0.0996626,0.0655652,0.091212,0.0591078,0.0866406,0.0540777,0.0786068,0.0479113,0.0665777,0.0430638,0.0551472,0.0396893,0.0495412,0.0371155,0.0478585,0.0359184,0.0440169,0.0281205,0.0398778,0.017239,0.0335567,0.000741363,0.0185115,0.00619203,0.0158159
test-clean,1086,4077,13751,12,opus,12k,0.137429,0.146682,0.101732,0.141036,0.093007,0.137579,0.085965,0.126459,0.0749867,0.105112,0.0640918,0.0821425,0.0574288,0.0704153,0.0543116,0.0691475,0.0518036,0.0625252,0.0418101,0.0575153,0.0263094,0.0494759,0.00132078,0.0303522,0.0142193,0.0378757
test-clean,1086,4077,13751,12,opus,8k,0.346592,0.362254,0.248564,0.324649,0.245775,0.342046,0.222192,0.324461,0.184938,0.260604,0.150144,0.196561,0.125184,0.157882,0.1112,0.143946,0.0978351,0.119916,0.0766326,0.107587,0.0460567,0.0836625,0.00357038,0.063352,0.0291666,0.0750541
test-clean,1086,4077,13751,12,opus,6k,0.415407,0.434222,0.311906,0.407541,0.311818,0.4373,0.28743,0.422419,0.244345,0.346653,0.194154,0.256864,0.160227,0.204781,0.140431,0.183003,0.119756,0.150251,0.0931916,0.128331,0.0578656,0.10004,0.00532246,0.0893602,0.0458395,0.110191
test-clean,522,2094,142345,11,mp3,128k,0.0100307,0.0105852,0.00799823,0.0105388,0.00697309,0.0098806,0.00744939,0.0110392,0.00755835,0.0120215,0.0109679,0.0142892,0.00956476,0.0131257,0.00878215,0.0112186,0.00898826,0.0106004,0.00719494,0.0102742,0.00433528,0.0098685,3.30806e-05,0.00329471,0.00035423,0.00118417
test-clean,522,2094,142345,11,mp3,64k,0.0151483,0.0158964,0.0122533,0.0164205,0.0109709,0.0159508,0.0111405,0.0169449,0.0108697,0.0167554,0.0129817,0.0171903,0.00903517,0.0123103,0.00766802,0.00998509,0.00704443,0.00880224,0.00518721,0.00774503,0.0026502,0.00586331,3.29018e-05,0.00242722,0.000490665,0.00132346
test-clean,522,2094,142345,11,mp3,32k,0.0631183,0.0655572,0.0567874,0.077229,0.0528058,0.0786741,0.0517676,0.0800399,0.0432451,0.0672976,0.0372574,0.0503241,0.0346314,0.0470595,0.0308265,0.040118,0.0292186,0.036504,0.021831,0.032335,0.0115982,0.0255674,0.000169277,0.0121765,0.00352776,0.00751215
test-clean,522,2094,142345,11,mp3,24k,0.142231,0.147294,0.127356,0.171681,0.122036,0.179658,0.121391,0.183027,0.111565,0.173738,0.0909872,0.126025,0.0750548,0.103035,0.0629672,0.0836852,0.0563365,0.0726578,0.0404404,0.0609207,0.0193133,0.0419194,0.0003708,0.0222481,0.00771928,0.0198579
test-clean,522,2094,142345,11,mp3,16k,0.213677,0.217022,0.210814,0.279284,0.205791,0.296787,0.193947,0.294066,0.175432,0.267446,0.142706,0.195204,0.127366,0.171558,0.11295,0.150341,0.101644,0.130097,0.0731626,0.108519,0.0391757,0.0828726,0.00107706,0.053106,0.0250729,0.0539447
test-clean,522,2094,142345,11,opus,64k,0.0075683,0.00815147,0.00448173,0.00642258,0.003667,0.00552022,0.0040068,0.00590754,0.00553423,0.00758684,0.00801414,0.0102608,0.00742042,0.00964594,0.00765491,0.00930673,0.00836593,0.0091449,0.00656909,0.00914168,0.00410724,0.00942302,2.30074e-05,0.00265265,0.000369668,0.00109953
test-clean,522,2094,142345,11,opus,32k,0.0345027,0.0364047,0.0277506,0.0375848,0.0251338,0.0364248,0.0237377,0.0350111,0.0225962,0.0329612,0.0235006,0.0316375,0.0210199,0.0276967,0.0206662,0.0265288,0.0213217,0.0260341,0.0165829,0.0246239,0.0091815,0.0210049,7.7188e-05,0.00750607,0.00125217,0.00356662
test-clean,522,2094,142345,11,opus,16k,0.086805,0.0909135,0.0738172,0.101202,0.0686315,0.101067,0.064167,0.0958859,0.0563449,0.0841951,0.0502616,0.0688741,0.0511187,0.0660014,0.0501712,0.0629934,0.0508946,0.0606116,0.0395356,0.0580919,0.0213833,0.048299,0.000215173,0.0184563,0.00448239,0.0113018
