dataset,dataset_index,speaker_id,chapter_id,utterance_id,codec,bitrate,drift_conv,sdrift_conv,drift_layer_1,sdrift_layer_1,drift_layer_2,sdrift_layer_2,drift_layer_3,sdrift_layer_3,drift_layer_4,sdrift_layer_4,drift_layer_5,sdrift_layer_5,drift_layer_6,sdrift_layer_6,drift_layer_7,sdrift_layer_7,drift_layer_8,sdrift_layer_8,drift_layer_9,sdrift_layer_9,drift_layer_10,sdrift_layer_10,drift_layer_11,sdrift_layer_11,drift_layer_12,sdrift_layer_12
test-clean,183,1221,135766,12,opus,12k,0.130886,0.136997,0.108685,0.150275,0.0970343,0.144326,0.0831354,0.126721,0.0668617,0.096832,0.0496908,0.0655828,0.0432055,0.0553009,0.0389507,0.0481206,0.0359511,0.0435949,0.0278368,0.0389638,0.0159824,0.0306121,0.000699937,0.0282718,0.0219062,0.0436971
test-clean,183,1221,135766,12,opus,8k,0.357726,0.360837,0.306243,0.399368,0.304012,0.430284,0.266554,0.397737,0.226939,0.33463,0.169683,0.229001,0.131421,0.170449,0.107835,0.138921,0.089743,0.112311,0.0680848,0.0947863,0.042281,0.0759351,0.00188124,0.0772141,0.043843,0.104219
test-clean,183,1221,135766,12,opus,6k,0.435466,0.444248,0.379522,0.492721,0.374567,0.529731,0.334188,0.492579,0.288899,0.426134,0.224239,0.304314,0.182152,0.236423,0.151119,0.192218,0.126912,0.155788,0.0932772,0.126372,0.0608027,0.108357,0.00300127,0.116381,0.0650259,0.148243
test-clean,2013,6930,81414,12,mp3,128k,0.00530833,0.00556713,0.0041557,0.00571513,0.00347507,0.00499517,0.00289935,0.00405985,0.00246096,0.00344276,0.00178891,0.00236768,0.00155246,0.00219876,0.00140858,0.00215358,0.00129443,0.00203145,0.000945926,0.00152963,0.000489473,0.000784993,0.000105619,0.00111228,0.00327986,0.00745583
test-clean,2013,6930,81414,12,mp3,64k,0.00990111,0.0104532,0.00809515,0.0116087,0.00710654,0.0106823,0.00596917,0.00876635,0.00503159,0.00733763,0.00361335,0.00496089,0.00324517,0.00471729,0.00296474,0.00460583,0.00255072,0.00404805,0.00179702,0.00299042,0.000964105,0.00188941,0.000115454,0.00219929,0.00170857,0.00390571
test-clean,2013,6930,81414,12,mp3,32k,0.065096,0.0687255,0.0571085,0.0820613,0.055112,0.0840223,0.0504023,0.076681,0.0396625,0.0590216,0.0307874,0.0423147,0.0271561,0.037209,0.0236835,0.0332525,0.0206383,0.0283389,0.0148039,0.0222372,0.00857157,0.0138772,0.00130713,0.0142127,0.00715822,0.0143194
test-clean,2013,6930,81414,12,mp3,24k,0.121548,0.127386,0.11349,0.159391,0.112854,0.171224,0.100123,0.149817,0.0820566,0.120953,0.0617636,0.084105,0.0521712,0.0710713,0.0443654,0.0602961,0.0385014,0.0507228,0.0276409,0.0397909,0.0159688,0.0270258,0.00167835,0.0250638,0.0152377,0.034309
test-clean,2013,6930,81414,12,mp3,16k,0.213838,0.222944,0.195132,0.26927,0.192713,0.28282,0.173074,0.25237,0.141625,0.204892,0.109563,0.145122,0.0904394,0.119253,0.0781146,0.103349,0.0698289,0.0917276,0.0559823,0.0797742,0.0386633,0.0628726,0.00676268,0.0688227,0.0523536,0.109311
test-clean,2013,6930,81414,12,opus,64k,0.00976074,0.0107643,0.00500095,0.00749642,0.00402141,0.00601417,0.00336486,0.00483119,0.00278795,0.00397223,0.00351816,0.00426275,0.00486833,0.00636131,0.00487947,0.00638193,0.00576824,0.00665689,0.0041523,0.00559705,0.00243121,0.0042755,0.000132263,0.0016551,0.000762522,0.00144845
test-clean,2013,6930,81414,12,opus,32k,0.0391565,0.0419462,0.0259924,0.036834,0.0231802,0.0343779,0.0207801,0.0299479,0.0178332,0.0249446,0.0160918,0.0211421,0.0175675,0.0236597,0.0166621,0.0224927,0.0176255,0.0223924,0.0132146,0.0187047,0.00799531,0.0145112,0.000582159,0.00806409,0.00713402,0.0201353
test-clean,2013,6930,81414,12,opus,16k,0.0893663,0.0954879,0.0669541,0.0966303,0.0637762,0.0970687,0.058555,0.0869229,0.0518464,0.0756277,0.0474313,0.0627516,0.0451968,0.0612397,0.040594,0.0563512,0.0396903,0.054265,0.0313818,0.0448119,0.0171809,0.029153,0.00183123,0.0209548,0.0208493,0.0588685
test-clean,2013,6930,81414,12,opus,12k,0.136866,0.145869,0.111219,0.159108,0.111411,0.169315,0.100113,0.149912,0.0833713,0.124639,0.0683197,0.0960243,0.0599999,0.0833066,0.0515033,0.0716992,0.049712,0.0711247,0.040649,0.0614467,0.0275949,0.0417836,0.00705791,0.0516549,0.0525569,0.117903
test-clean,2013,6930,81414,12,opus,8k,0.325429,0.340649,0.254954,0.342814,0.265356,0.381551,0.249018,0.362653,0.205952,0.295852,0.162703,0.218229,0.130605,0.170556,0.107267,0.13908,0.0987663,0.124998,0.0769438,0.106363,0.052361,0.0861865,0.00851065,0.0877009,0.0698769,0.140226
test-clean,2013,6930,81414,12,opus,6k,0.39564,0.414326,0.328371,0.438056,0.341578,0.487983,0.321717,0.465293,0.274289,0.396679,0.221347,0.297765,0.176753,0.233116,0.149271,0.196336,0.135115,0.176866,0.105427,0.14341,0.0720723,0.112708,0.00980222,0.122519,0.0758739,0.147353
test-clean,1394,4992,41806,6,mp3,128k,0.0093345,0.0100187,0.00718898,0.00969219,0.00689757,0.00983948,0.00637156,0.00971168,0.00608033,0.00969797,0.00849366,0.0118891,0.0115864,0.0149452,0.0122769,0.0149303,0.0140147,0.0154555,0.0115789,0.0151373,0.00770491,0.0157008,6.43134e-05,0.00553513,0.000675738,0.00218004
test-clean,1394,4992,41806,6,mp3,64k,0.0126687,0.0135767,0.00971872,0.0132471,0.00916696,0.0132875,0.00824106,0.0127217,0.00755519,0.0118237,0.00971699,0.0128623,0.0100507,0.0131649,0.0100974,0.0128253,0.0108531,0.0124104,0.00888216,0.0117654,0.00568581,0.0114778,7.76649e-05,0.00498837,0.000909984,0.00244021
test-clean,1394,4992,41806,6,mp3,32k,0.0501817,0.053116,0.0410023,0.0564622,0.039843,0.0587452,0.0365299,0.0569007,0.031404,0.0489073,0.0330154,0.0453365,0.0310597,0.0397057,0.0290295,0.0368947,0.0280994,0.0335633,0.0228268,0.0309352,0.0137024,0.027032,0.000308335,0.015155,0.00539148,0.0117888
test-clean,1394,4992,41806,6,mp3,24k,0.0984772,0.103163,0.0864655,0.117958,0.0929198,0.135733,0.0865869,0.133187,0.075774,0.118413,0.0700219,0.0981744,0.0601221,0.0795479,0.0535895,0.0706964,0.049642,0.0627418,0.040453,0.0565822,0.024556,0.0462687,0.000888884,0.0346205,0.0161449,0.0345485
test-clean,1394,4992,41806,6,mp3,16k,0.163979,0.16988,0.146955,0.19664,0.149047,0.214137,0.137861,0.205757,0.119773,0.179964,0.104617,0.145869,0.0840154,0.113664,0.0733404,0.0991896,0.0643613,0.0845802,0.0535603,0.0771344,0.0314475,0.0578181,0.00136161,0.0500299,0.0208512,0.0476362
test-clean,1394,4992,41806,6,opus,64k,0.00537688,0.00578183,0.00368637,0.00501502,0.00323308,0.0045656,0.00325876,0.00494492,0.00341398,0.00537956,0.00474662,0.00574636,0.00448197,0.00599015,0.0053494,0.00735921,0.00667983,0.00809318,0.00585902,0.0081231,0.00380576,0.00799572,3.5584e-05,0.00303894,0.000409126,0.0015378
test-clean,1394,4992,41806,6,opus,32k,0.0387395,0.0417048,0.0230837,0.0309658,0.0204238,0.0283766,0.0190734,0.0282115,0.0186605,0.028271,0.0227923,0.0297579,0.0225226,0.0295108,0.0222472,0.0290744,0.022723,0.0280982,0.019986,0.0277736,0.0121568,0.0240758,0.000258505,0.0130894,0.00351202,0.0102802
test-clean,1394,4992,41806,6,opus,16k,0.0785166,0.0848767,0.0498371,0.0689708,0.0450012,0.0650035,0.0430841,0.0653708,0.0414984,0.062138,0.0444146,0.0590908,0.0405982,0.0519381,0.0392207,0.0498871,0.0385816,0.0463028,0.0319607,0.043603,0.0198571,0.0391681,0.000501573,0.023114,0.00733221,0.0183185
test-clean,1394,4992,41806,6,opus,12k,0.108601,0.116682,0.0768369,0.107492,0.071116,0.105174,0.0665339,0.100536,0.0605308,0.089177,0.0555933,0.0750458,0.0510147,0.065771,0.0480721,0.0617066,0.045734,0.0555083,0.0378061,0.051218,0.0230767,0.0450957,0.000679731,0.0286463,0.0156767,0.0328438
test-clean,1394,4992,41806,6,opus,8k,0.294777,0.308296,0.232502,0.300165,0.231268,0.322956,0.215859,0.3164,0.190923,0.278927,0.165627,0.232447,0.14358,0.194785,0.12624,0.171135,0.11043,0.143684,0.0925686,0.130049,0.061108,0.107528,0.00396341,0.116668,0.0631098,0.126261
test-clean,1394,4992,41806,6,opus,6k,0.37424,0.392844,0.315878,0.410403,0.320023,0.449081,0.299932,0.436676,0.266429,0.382001,0.229786,0.312979,0.203505,0.272011,0.18585,0.249945,0.166849,0.217557,0.144237,0.201653,0.103266,0.174235,0.00817752,0.197961,0.104393,0.208238
test-clean,2451,8463,294825,9,mp3,128k,0.00078702,0.000842035,0.000480533,0.000706971,0.00039947,0.000608087,0.000316381,0.000504375,0.000208855,0.000318825,0.000166059,0.000221252,0.000750244,0.000926077,0.000850618,0.0010125,0.00105357,0.00108862,0.000843585,0.00111175,0.000571907,0.00126225,3.33786e-06,0.00033927,5.47767e-05,0.000166416
test-clean,2451,8463,294825,9,mp3,64k,0.00743306,0.00787401,0.00511974,0.00762004,0.00429034,0.00669986,0.00344288,0.00541329,0.0023734,0.00350398,0.00167769,0.00220519,0.00245553,0.00310159,0.00237179,0.00284934,0.00283492,0.00310057,0.00253111,0.00352126,0.00181085,0.00390869,2.2471e-05,0.00136679,0.000660479,0.00170004
test-clean,2451,8463,294825,9,mp3,32k,0.0652787,0.0697425,0.0496556,0.073335,0.0427095,0.0673859,0.0368655,0.057803,0.0270686,0.0406809,0.0198151,0.0258822,0.0194905,0.0249009,0.0172228,0.0213144,0.0161083,0.0184901,0.0120816,0.0162386,0.00747979,0.0147173,0.000264168,0.0102909,0.00761724,0.0183809
test-clean,2451,8463,294825,9,mp3,24k,0.119077,0.126889,0.0934127,0.136624,0.0848232,0.134475,0.0739147,0.115085,0.0560635,0.0847107,0.0419567,0.0567797,0.0395953,0.0512385,0.0349854,0.0449305,0.031037,0.0387056,0.024522,0.0355891,0.0152816,0.0295795,0.000669777,0.0255597,0.016237,0.0340297
test-clean,2451,8463,294825,9,mp3,16k,0.22216,0.232406,0.196057,0.273003,0.186368,0.285516,0.165431,0.254729,0.130425,0.198436,0.0988275,0.135879,0.0818779,0.108401,0.0680058,0.089556,0.0571417,0.0748733,0.0422933,0.0600283,0.0260441,0.0461015,0.00168502,0.0530226,0.0342759,0.0631099
test-clean,2451,8463,294825,9,opus,64k,0.0033499,0.00366348,0.00204098,0.00313044,0.00162727,0.0025726,0.00134873,0.00208569,0.00108987,0.00158828,0.00112867,0.00126487,0.00226253,0.00300646,0.00198781,0.00248694,0.00194675,0.00200027,0.00163537,0.00225091,0.0011518,0.00252932,8.28505e-06,0.000714064,0.000133455,0.000377715
test-clean,2451,8463,294825,9,opus,32k,0.0264314,0.0285717,0.0172328,0.0252703,0.0145418,0.0223461,0.0125467,0.0193808,0.0101806,0.0150751,0.0102221,0.0125864,0.0102259,0.0120635,0.0100347,0.0119027,0.0101894,0.0112395,0.00773358,0.0105221,0.00496298,0.0103647,0.000135064,0.00494862,0.00434667,0.0109728
test-clean,2451,8463,294825,9,opus,16k,0.0770702,0.0831468,0.054857,0.0812425,0.0474229,0.0743403,0.0414706,0.0643672,0.0315688,0.0464916,0.0243704,0.0319358,0.0229522,0.0284438,0.0205541,0.0250884,0.0192125,0.022348,0.0145724,0.019925,0.00925529,0.0183071,0.000488937,0.0137194,0.0116757,0.024011
test-clean,2451,8463,294825,9,opus,12k,0.117535,0.12614,0.0890164,0.130705,0.0795102,0.125489,0.0711033,0.110259,0.0560119,0.0824512,0.0440196,0.0568361,0.0370759,0.0459743,0.0319247,0.0391803,0.0280147,0.0330967,0.0211681,0.0289715,0.0131117,0.0250965,0.000640035,0.0211601,0.017118,0.0346014
test-clean,2451,8463,294825,9,opus,8k,0.32712,0.339475,0.239466,0.322334,0.233781,0.344994,0.214502,0.326876,0.179518,0.271848,0.138476,0.191824,0.113989,0.15111,0.0938042,0.122149,0.0779493,0.0990076,0.0574408,0.0790682,0.039071,0.0678453,0.00269467,0.0765863,0.0524848,0.112518
test-clean,2451,8463,294825,9,opus,6k,0.39676,0.412845,0.306315,0.411967,0.296946,0.438573,0.278592,0.424028,0.234648,0.35471,0.184263,0.254884,0.152338,0.202439,0.129214,0.169775,0.110729,0.144786,0.085472,0.119274,0.0636713,0.10541,0.00654197,0.131058,0.0843198,0.156982
test-clean,2434,8463,287645,7,mp3,128k,0.00917834,0.0101209,0.00668192,0.00949591,0.00608057,0.00931859,0.00508159,0.00783843,0.00406468,0.0059495,0.00352663,0.00425893,0.00287205,0.00342387,0.00281173,0.003438,0.00303048,0.00355166,0.0023182,0.00308359,0.00150621,0.00297958,2.83122e-05,0.00173604,0.000751317,0.0017342
test-clean,2434,8463,287645,7,mp3,64k,0.0138635,0.0152022,0.010041,0.0143481,0.00901389,0.0140415,0.00736886,0.011537,0.00545746,0.00809902,0.00396854,0.00502419,0.00352049,0.00426984,0.00379634,0.00466752,0.00466549,0.00556952,0.00391954,0.00552034,0.00270432,0.00600052,4.37498e-05,0.00300968,0.00169367,0.00365788
test-clean,2434,8463,287645,7,mp3,32k,0.0622106,0.0675046,0.0479378,0.0686451,0.0443344,0.069845,0.0388868,0.0609458,0.0318002,0.0462298,0.0248232,0.0318015,0.0186949,0.0236839,0.0154423,0.0194513,0.0130887,0.0164725,0.00965685,0.0141603,0.00593358,0.01181,0.000304282,0.0123528,0.0105287,0.0211262
test-clean,2434,8463,287645,7,mp3,24k,0.121398,0.126451,0.0991523,0.14318,0.0922956,0.145856,0.0782885,0.122861,0.0608863,0.0897587,0.0458208,0.0606631,0.036559,0.0458887,0.0309023,0.0379997,0.0267122,0.0317364,0.0204998,0.0289072,0.0128841,0.0253484,0.000533164,0.0229805,0.0173846,0.0369228
test-clean,2434,8463,287645,7,mp3,16k,0.191916,0.199064,0.165036,0.231257,0.157293,0.243388,0.140392,0.218882,0.113437,0.171768,0.088975,0.120704,0.0706706,0.0908238,0.0583539,0.0734231,0.049243,0.0606614,0.0369446,0.0522376,0.0234341,0.0444314,0.000987828,0.0432671,0.0279377,0.0567798
test-clean,2434,8463,287645,7,opus,64k,0.00396693,0.00436723,0.00249064,0.00368667,0.0020197,0.00319636,0.00165296,0.00259608,0.00136757,0.00202346,0.00127137,0.00158691,0.00216466,0.00267613,0.00168157,0.00194961,0.00154269,0.0017035,0.00108135,0.00149596,0.000669122,0.0013814,9.17912e-06,0.000620127,0.000501812,0.000999093
test-clean,2434,8463,287645,7,opus,32k,0.0298731,0.0328462,0.0181617,0.0264434,0.0153691,0.0241915,0.0128337,0.0200568,0.0104042,0.0151051,0.00835758,0.0102998,0.00878543,0.0107734,0.00915539,0.0112099,0.00940567,0.0106242,0.00687492,0.00923175,0.00428963,0.00870812,7.44462e-05,0.00471848,0.00234854,0.0053072
test-clean,2434,8463,287645,7,opus,16k,0.0752504,0.0824099,0.0516143,0.0756086,0.0446173,0.071419,0.0380675,0.0602717,0.0300238,0.0441949,0.0212762,0.027785,0.017127,0.0217726,0.0152207,0.0190046,0.014217,0.0172117,0.0106518,0.0150424,0.00660819,0.0131669,0.000226617,0.0107551,0.00973231,0.0171998
test-clean,2434,8463,287645,7,opus,12k,0.113679,0.123688,0.0842457,0.122779,0.0742202,0.119401,0.0645836,0.103455,0.0519736,0.07874,0.0386245,0.050901,0.0301505,0.0378768,0.0249404,0.0304525,0.0216985,0.0256968,0.0156891,0.0216667,0.00962573,0.0187263,0.000354171,0.0162482,0.0140719,0.0306211
test-clean,2434,8463,287645,7,opus,8k,0.304567,0.317235,0.231853,0.315457,0.228055,0.344565,0.212682,0.32836,0.173396,0.261292,0.133272,0.182504,0.10659,0.138446,0.089443,0.113469,0.0758133,0.092332,0.0574235,0.0799676,0.0356013,0.0664373,0.00136256,0.0588377,0.0329447,0.0661346
test-clean,2434,8463,287645,7,opus,6k,0.373491,0.38971,0.302018,0.409044,0.294413,0.442789,0.279692,0.43062,0.236121,0.357455,0.194212,0.268773,0.162295,0.215737,0.141438,0.184121,0.121906,0.153951,0.0954215,0.134724,0.0714768,0.124276,0.00463301,0.142337,0.0784572,0.145747
test-clean,1612,5683,32865,6,mp3,128k,0.00653517,0.00694913,0.00547874,0.007007,0.00538772,0.00709689,0.00492382,0.00695026,0.00396007,0.00558591,0.00370204,0.00462431,0.00275803,0.00357985,0.00300801,0.00437003,0.00421071,0.00647742,0.00474685,0.00835824,0.00401115,0.00882816,0.000141561,0.00502616,0.00112277,0.00387728
test-clean,1612,5683,32865,6,mp3,64k,0.0110647,0.0116959,0.00905448,0.011795,0.00873727,0.0118535,0.00811094,0.0117726,0.00774997,0.0114262,0.0103084,0.0130509,0.00916642,0.0111849,0.00988287,0.0124716,0.0122648,0.015302,0.0121549,0.019587,0.010654,0.0235419,0.000121415,0.00997305,0.00168669,0.00497866
test-clean,1612,5683,32865,6,mp3,32k,0.0591811,0.0619315,0.0505954,0.0673883,0.0486884,0.0686464,0.0454214,0.0670069,0.0403584,0.056995,0.0369254,0.0502663,0.0354858,0.0468228,0.0335068,0.044461,0.0303279,0.0379243,0.0233317,0.0357254,0.0155773,0.031609,0.000505567,0.0229555,0.0110661,0.0293039
test-clean,1612,5683,32865,6,mp3,24k,0.151352,0.157555,0.130024,0.171018,0.134133,0.186387,0.11726,0.169708,0.103196,0.14299,0.0810707,0.109297,0.0704068,0.0913013,0.0622213,0.0832074,0.0526319,0.0681238,0.0445581,0.0678154,0.0299026,0.0580221,0.00198364,0.0604079,0.0265077,0.0708534
test-clean,1612,5683,32865,6,mp3,16k,0.219753,0.22616,0.190539,0.249446,0.195151,0.268487,0.17307,0.247903,0.150773,0.20945,0.124645,0.163554,0.117109,0.151174,0.103371,0.133584,0.0937948,0.112814,0.0772824,0.110197,0.0494074,0.0941826,0.0017724,0.0776533,0.0283932,0.0723227
test-clean,1612,5683,32865,6,opus,64k,0.00810653,0.00871158,0.00659972,0.00923431,0.00579649,0.0078631,0.00563937,0.00796133,0.00828487,0.0110144,0.0134247,0.0173777,0.0150791,0.0180879,0.0157058,0.0186117,0.0201032,0.0225121,0.0190092,0.0277671,0.01731,0.0363556,0.000139892,0.0140218,0.00131309,0.00525725
test-clean,1612,5683,32865,6,opus,32k,0.045961,0.0491863,0.0297946,0.0392956,0.0258693,0.0343875,0.0231645,0.0331207,0.0224788,0.0315833,0.0252064,0.031566,0.02553,0.031876,0.0246063,0.0315341,0.0261412,0.0315632,0.021794,0.0318401,0.0162206,0.0316305,0.000702977,0.0210143,0.0062871,0.0199957
test-clean,1612,5683,32865,6,opus,16k,0.0937449,0.100554,0.0666317,0.0902321,0.0593504,0.0830437,0.0520985,0.076128,0.0438597,0.061544,0.0400305,0.0509198,0.0302191,0.037818,0.0266489,0.0352182,0.0261219,0.0364642,0.0224935,0.037776,0.0146342,0.0316877,0.00063318,0.0206304,0.0118203,0.0376338
test-clean,1612,5683,32865,6,opus,12k,0.131284,0.139181,0.10032,0.134735,0.0929765,0.130534,0.0834816,0.12103,0.0711262,0.099606,0.0635757,0.0821152,0.053623,0.0688022,0.0488923,0.0653247,0.0468583,0.0605479,0.0381312,0.0585655,0.0239858,0.047705,0.00106621,0.0382202,0.0187466,0.0464895
test-clean,1612,5683,32865,6,opus,8k,0.371685,0.385539,0.275289,0.341528,0.268081,0.353847,0.243347,0.33753,0.211492,0.2883,0.173761,0.228576,0.160831,0.205909,0.136377,0.178069,0.115957,0.150094,0.0931399,0.135061,0.0589774,0.10919,0.00308609,0.11204,0.055573,0.120599
test-clean,1612,5683,32865,6,opus,6k,0.442589,0.457089,0.348649,0.434951,0.353043,0.471644,0.318017,0.446289,0.270968,0.37038,0.21854,0.286242,0.20193,0.259701,0.180203,0.237238,0.163328,0.210279,0.129852,0.181581,0.087036,0.155671,0.00440067,0.16735,0.0733209,0.163072
test-clean,515,2094,142345,4,mp3,128k,0.019751,0.0214857,0.0149249,0.0192212,0.0141592,0.0189337,0.017831,0.0255862,0.0193137,0.0302841,0.0195925,0.0303717,0.0180836,0.0257194,0.0165085,0.0237706,0.0158046,0.0224924,0.0110803,0.0167332,0.00576758,0.012467,7.08103e-05,0.00625247,0.00120568,0.0031864
test-clean,515,2094,142345,4,mp3,64k,0.027922,0.0300909,0.0212865,0.0274513,0.0207043,0.0281132,0.0249734,0.0366802,0.024564,0.0384806,0.0213385,0.0323027,0.0182219,0.025992,0.0160399,0.0231143,0.0147111,0.0198937,0.010811,0.0157673,0.00598425,0.0124511,0.000111461,0.00661522,0.00135046,0.00375783
test-clean,515,2094,142345,4,mp3,32k,0.0834717,0.0885798,0.0717314,0.0923065,0.0722428,0.100404,0.0817713,0.119912,0.0789211,0.121186,0.0709297,0.106314,0.0718734,0.103432,0.0681243,0.0955663,0.0705948,0.0925089,0.0560609,0.0808018,0.0357251,0.0758433,0.000454128,0.0323424,0.00496805,0.0161421
test-clean,515,2094,142345,4,mp3,24k,0.209255,0.217353,0.177328,0.230823,0.184981,0.258385,0.189916,0.270663,0.171416,0.254853,0.134899,0.195375,0.117125,0.163294,0.108073,0.150379,0.0988608,0.13507,0.0713512,0.108942,0.0392672,0.0851124,0.000735104,0.0516189,0.01171,0.0324499
test-clean,515,2094,142345,4,mp3,16k,0.276804,0.280083,0.267797,0.338592,0.283669,0.383447,0.265265,0.373042,0.23766,0.339594,0.183202,0.26012,0.140011,0.192333,0.11668,0.160578,0.0965819,0.13263,0.0657186,0.0996088,0.0306857,0.0624092,0.000968874,0.0498468,0.0213131,0.0484733
test-clean,515,2094,142345,4,opus,64k,0.012336,0.0134254,0.00743884,0.00991845,0.00735742,0.0105495,0.00818616,0.0119536,0.00906521,0.0136743,0.0100553,0.0153557,0.00999355,0.0147496,0.00870925,0.0119556,0.00877798,0.0115444,0.0077424,0.0107008,0.00481981,0.0102676,5.09024e-05,0.00436914,0.000836909,0.00223023
test-clean,515,2094,142345,4,opus,32k,0.0494623,0.0526935,0.0386543,0.0499499,0.0355549,0.0480559,0.0348828,0.0503349,0.0351982,0.0523614,0.0400268,0.0574524,0.0444309,0.0607373,0.0430291,0.0575228,0.0465497,0.0584838,0.0379007,0.0544283,0.0239711,0.0518432,0.000202537,0.0197323,0.00221604,0.00773001
test-clean,515,2094,142345,4,opus,16k,0.114066,0.120309,0.0902761,0.117451,0.08404,0.115382,0.074255,0.104361,0.0667292,0.0959477,0.0636025,0.0915092,0.0633221,0.0854852,0.0597428,0.0797665,0.0591539,0.076216,0.0468466,0.0675163,0.026774,0.0565667,0.000365376,0.025336,0.00605214,0.0223253
test-clean,515,2094,142345,4,opus,12k,0.157095,0.16494,0.132262,0.172921,0.126787,0.17669,0.1121,0.163627,0.0977836,0.144412,0.0868557,0.123559,0.0856979,0.11944,0.0800476,0.114273,0.0738778,0.101165,0.0561676,0.0829477,0.0282938,0.0579448,0.000536144,0.0344866,0.0139027,0.0315958
test-clean,515,2094,142345,4,opus,8k,0.365077,0.365705,0.292178,0.36943,0.307647,0.409811,0.292321,0.41227,0.254917,0.359209,0.211741,0.294206,0.176635,0.228093,0.156448,0.199939,0.143408,0.17518,0.102504,0.143938,0.0558578,0.114567,0.00107604,0.0696867,0.0190188,0.0498494
test-clean,515,2094,142345,4,opus,6k,0.427276,0.429243,0.352005,0.448083,0.372195,0.503103,0.347725,0.49493,0.299272,0.427151,0.24855,0.345176,0.218668,0.285822,0.200991,0.260482,0.18801,0.231364,0.138053,0.187997,0.0848998,0.155815,0.00313187,0.1278,0.0576624,0.130857
test-clean,1694,61,70968,13,mp3,128k,0.0088166,0.00919664,0.00674963,0.00877577,0.00612497,0.00874424,0.00537944,0.00769728,0.00452501,0.00628626,0.00469714,0.0061729,0.00638908,0.0103226,0.00737298,0.0110797,0.00913721,0.0121996,0.00774872,0.0116447,0.00501072,0.0113078,5.82933e-05,0.00562739,0.000716209,0.00255603
test-clean,1694,61,70968,13,mp3,64k,0.0156745,0.0163043,0.0126831,0.0171388,0.011709,0.0175057,0.0103689,0.0158628,0.00809932,0.0118221,0.00821567,0.0109903,0.0111677,0.0168482,0.0103347,0.0144612,0.0109828,0.0142166,0.00883085,0.0130612,0.00542772,0.0119825,6.67572e-05,0.00586957,0.00101691,0.00309563
test-clean,1694,61,70968,13,mp3,32k,0.0749889,0.0784504,0.0630435,0.0869038,0.059398,0.0905098,0.0539885,0.0826634,0.0435886,0.0634948,0.0367106,0.0493948,0.0317028,0.0447127,0.0279555,0.0407957,0.0276355,0.0395313,0.0218884,0.0329107,0.0129371,0.0261869,0.000331581,0.0194282,0.00639564,0.0161421
test-clean,1694,61,70968,13,mp3,24k,0.154489,0.157296,0.137047,0.188531,0.136959,0.206125,0.123665,0.18305,0.10224,0.144181,0.0806433,0.108116,0.0633013,0.0812056,0.059705,0.0795282,0.0611075,0.0781003,0.0470466,0.0639645,0.0266117,0.0481826,0.000664234,0.0360683,0.0125486,0.0293288
test-clean,1694,61,70968,13,mp3,16k,0.251479,0.253784,0.23767,0.315337,0.23857,0.348281,0.212462,0.310565,0.171575,0.244196,0.129057,0.174197,0.10227,0.132013,0.0864049,0.110369,0.0815829,0.102301,0.0634859,0.0857644,0.0374761,0.0698965,0.00121295,0.0563077,0.0265114,0.0548065
test-clean,1694,61,70968,13,opus,64k,0.00695044,0.00742692,0.00393349,0.00543296,0.00322616,0.00465983,0.00287676,0.00404125,0.00273114,0.00388122,0.00408894,0.00526398,0.00533128,0.00782609,0.00544047,0.00692487,0.00655776,0.00738734,0.00542402,0.00724381,0.00417811,0.00944078,3.58224e-05,0.00377476,0.000523865,0.00181669
test-clean,1694,61,70968,13,opus,32k,0.0374916,0.0391153,0.0274892,0.0366911,0.0239822,0.0342373,0.020472,0.0294212,0.0165678,0.0240749,0.0158973,0.0219402,0.0207004,0.0278017,0.0205311,0.0260822,0.0240572,0.02845,0.0195309,0.0259746,0.0115718,0.0221243,0.000134289,0.0124127,0.00218689,0.00753933
test-clean,1694,61,70968,13,opus,16k,0.0967428,0.101517,0.073557,0.100593,0.0640346,0.0945165,0.0587983,0.0867229,0.0509998,0.0713772,0.0411737,0.0535728,0.0347152,0.0459816,0.0304449,0.0396029,0.0323867,0.0401437,0.0268098,0.036425,0.0170163,0.0338373,0.000305891,0.0206627,0.0071606,0.0164402
test-clean,1694,61,70968,13,opus,12k,0.140312,0.146814,0.110618,0.150143,0.0990572,0.144588,0.0887698,0.13064,0.0728505,0.104842,0.0569972,0.0766385,0.0525509,0.0691429,0.046608,0.0615101,0.0452319,0.0567608,0.0358425,0.0481989,0.0188777,0.0355534,0.000431299,0.0286289,0.00784081,0.0241463
test-clean,1694,61,70968,13,opus,8k,0.360474,0.366202,0.294062,0.378826,0.296211,0.419408,0.270725,0.3899,0.227131,0.321632,0.173733,0.231408,0.141408,0.179169,0.121999,0.15357,0.111685,0.135627,0.0867407,0.114166,0.0560334,0.100998,0.00211966,0.0864544,0.038322,0.0809864
test-clean,1694,61,70968,13,opus,6k,0.428229,0.439029,0.357965,0.459297,0.362529,0.508414,0.331198,0.470732,0.280262,0.395407,0.211212,0.277984,0.177745,0.224522,0.161163,0.20259,0.154299,0.185629,0.122342,0.159804,0.0797424,0.140742,0.00354344,0.118162,0.0442228,0.112143
